Total SNAP,Life Expectancy,County,Percent Smokers,State,Percent Obese,Unemployment_rate_2010,min_wage
13163,79.89,Oakland County,18.7,Michigan,26.9,11.8,7.25
4962,78.71,Oceana County,24.0,Michigan,34.9,16.2,7.25
13270,76.69,Ogemaw County,28.6,Michigan,34.4,14.5,7.25
19901,78.25,Ontonagon County,23.3,Michigan,33.9,16.7,7.25
11700,78.22,Osceola County,26.3,Michigan,33.9,13.6,7.25
5156,77.31,Oscoda County,29.0,Michigan,30.4,19.6,7.25
11787,78.97,Otsego County,26.4,Michigan,31.7,14.2,7.25
3586,81.45,Ottawa County,18.3,Michigan,25.5,10.3,7.25
1619,79.42,Presque Isle County,24.8,Michigan,33.3,17.4,7.25
1751,77.12,Roscommon County,29.0,Michigan,33.3,16.6,7.25
794,77.58,Saginaw County,25.3,Michigan,39.7,12.2,7.25
28029,78.27,Sanilac County,27.3,Michigan,36,15.4,7.25
7942,78.49,Schoolcraft County,28.1,Michigan,27.5,13.6,7.25
26172,77.84,Shiawassee County,26.2,Michigan,34.6,12.9,7.25
25269,78.01,Tuscola County,26.1,Michigan,30.9,14.7,7.25
43499,77.51,Van Buren County,26.6,Michigan,31.8,13.5,7.25
4790,80.73,Washtenaw County,16.2,Michigan,23.3,8.1,7.25
62374,75.16,Wayne County,27.3,Michigan,34.3,15.5,7.25
58474,77.77,Wexford County,26.6,Michigan,32.5,14.4,7.25
116058,80.15,Aitkin County,25.0,Minnesota,27.4,10.4,7.25
38333,80.84,Anoka County,21.5,Minnesota,30.7,8.0,7.25
92301,78.82,Becker County,22.3,Minnesota,27.9,7.9,7.25
11113,78.39,Beltrami County,25.7,Minnesota,28.3,8.2,7.25
11759,79.41,Benton County,21.0,Minnesota,29.1,8.7,7.25
11650,79.79,Big Stone County,22.9,Minnesota,28.4,6.5,7.25
12296,80.89,Blue Earth County,20.2,Minnesota,25.2,6.4,7.25
55045,81.35,Brown County,22.9,Minnesota,28.7,6.9,7.25
1556,78.47,Carlton County,24.2,Minnesota,27.9,8.4,7.25
802,82.48,Carver County,15.2,Minnesota,24.7,6.7,7.25
691,78.62,Cass County,24.5,Minnesota,28.4,10.6,7.25
6815,80.63,Chippewa County,23.4,Minnesota,31.1,7.3,7.25
8291,80.15,Chisago County,25.5,Minnesota,28.5,8.9,7.25
705,80.56,Clay County,19.3,Minnesota,31.4,5.5,7.25
594,78.51,Clearwater County,26.2,Minnesota,29.9,13.1,7.25
6718,81.66,Cook County,17.7,Minnesota,26.1,7.2,7.25
8194,81.13,Cottonwood County,22.7,Minnesota,28.6,6.5,7.25
6556,80.33,Crow Wing County,22.4,Minnesota,26.8,9.5,7.25
6445,81.57,Dakota County,17.4,Minnesota,25.4,7.0,7.25
12569,81.49,Dodge County,20.1,Minnesota,33.2,6.9,7.25
14045,81.37,Douglas County,20.9,Minnesota,26.9,6.8,7.25
8177,80.41,Faribault County,23.1,Minnesota,29.7,8.0,7.25
8066,81.01,Fillmore County,19.9,Minnesota,27.2,7.5,7.25
14190,80.75,Freeborn County,25.6,Minnesota,30.6,7.7,7.25
15666,80.37,Goodhue County,20.8,Minnesota,28,7.0,7.25
4067,80.17,Grant County,22.6,Minnesota,27.2,7.9,7.25
7031,80.7,Hennepin County,18.4,Minnesota,21.9,7.0,7.25
6820,81.55,Houston County,19.2,Minnesota,27.7,7.7,7.25
9784,80.45,Hubbard County,23.1,Minnesota,28.6,9.9,7.25
960,80.35,Isanti County,24.9,Minnesota,27.7,9.6,7.25
14109,79.18,Itasca County,24.6,Minnesota,28,10.2,7.25
25331,81.58,Jackson County,22.2,Minnesota,29.8,5.8,7.25
6890,79.87,Kanabec County,26.4,Minnesota,26.4,11.2,7.25
6027,81.11,Kandiyohi County,20.8,Minnesota,29.1,6.7,7.25
38867,79.04,Kittson County,20.9,Minnesota,31.6,7.5,7.25
23653,78.99,Koochiching County,26.5,Minnesota,29.7,8.7,7.25
6134,79.73,Lake County,23.2,Minnesota,29.5,8.3,7.25
38111,81.26,Le Sueur County,19.9,Minnesota,30.3,8.9,7.25
22897,80.38,Lincoln County,20.7,Minnesota,27.5,5.5,7.25
7816,80.7,Lyon County,19.9,Minnesota,27.8,5.6,7.25
34897,76.68,Mahnomen County,29.2,Minnesota,30.6,8.3,7.25
34034,81.68,Marshall County,22.3,Minnesota,26.9,9.3,7.25
66874,81.17,Martin County,23.5,Minnesota,27.2,7.3,7.25
36579,80.55,Meeker County,21.6,Minnesota,29.6,8.8,7.25
22062,78.63,Mille Lacs County,25.3,Minnesota,28.8,11.1,7.25
21199,80.22,Morrison County,23.1,Minnesota,27.8,9.5,7.25
54039,81.5,Mower County,22.6,Minnesota,27.9,6.1,7.25
38825,81.47,Murray County,21.5,Minnesota,31.8,6.8,7.25
23744,81.78,Nicollet County,18.1,Minnesota,28.9,6.1,7.25
8623,81.47,Nobles County,23.7,Minnesota,27.7,5.6,7.25
7760,79.14,Norman County,23.6,Minnesota,32.8,6.9,7.25
40600,82.08,Olmsted County,18.5,Minnesota,23.8,5.9,7.25
25386,80.47,Otter Tail County,22.0,Minnesota,28.2,7.2,7.25
10305,79.61,Pennington County,26.5,Minnesota,27.6,9.0,7.25
33935,79.22,Pine County,27.9,Minnesota,28.4,9.8,7.25
3121,80.3,Pipestone County,23.1,Minnesota,28.9,6.6,7.25
4514,78.88,Polk County,22.3,Minnesota,30,6.6,7.25
19277,80.71,Pope County,20.7,Minnesota,28.1,7.1,7.25
8111,79.89,Ramsey County,19.8,Minnesota,24.6,7.5,7.25
11706,79.26,Red Lake County,24.7,Minnesota,30.3,9.6,7.25
18324,80.01,Redwood County,23.1,Minnesota,30.5,6.7,7.25
33087,79.6,Renville County,21.8,Minnesota,33,8.1,7.25
21921,80.97,Rice County,19.0,Minnesota,25.9,7.8,7.25
25516,79.87,Rock County,22.7,Minnesota,24.5,5.1,7.25
7655,80.03,Roseau County,23.7,Minnesota,34.2,6.4,7.25
11252,81.71,Scott County,15.7,Minnesota,24,6.9,7.25
14847,80.69,Sherburne County,22.3,Minnesota,30.5,8.4,7.25
11783,80.8,Sibley County,21.0,Minnesota,29.1,7.9,7.25
26546,82.06,Stearns County,19.2,Minnesota,27.7,7.2,7.25
15380,81.58,Steele County,20.2,Minnesota,26.6,7.8,7.25
18975,81.89,Stevens County,20.1,Minnesota,28.3,5.6,7.25
4225,80.92,Swift County,23.1,Minnesota,29.1,8.1,7.25
7856,80.56,Todd County,23.4,Minnesota,29.7,7.8,7.25
7777,80.9,Traverse County,21.5,Minnesota,29,6.2,7.25
11408,81.37,Wabasha County,20.8,Minnesota,26.9,7.1,7.25
12694,78.76,Wadena County,24.5,Minnesota,30.8,10.2,7.25
101468,81.39,Waseca County,21.8,Minnesota,31,7.5,7.25
22306,81.69,Washington County,17.8,Minnesota,24.3,6.7,7.25
18370,80.67,Watonwan County,23.0,Minnesota,30.8,7.3,7.25
18585,79.59,Wilkin County,23.4,Minnesota,30.2,5.5,7.25
14649,80.85,Winona County,19.6,Minnesota,27.3,6.9,7.25
103387,80.94,Wright County,20.3,Minnesota,26.5,8.0,7.25
3397,80.75,Yellow Medicine County,22.2,Minnesota,25.3,6.3,7.25
4259,74.07,Adams County,26.2,Mississippi,36.1,11.5,7.25
4058,74.57,Alcorn County,25.1,Mississippi,32.1,11.5,7.25
4920,76.34,Amite County,28.7,Mississippi,34.7,11.9,7.25
5937,73.72,Attala County,25.7,Mississippi,37.9,12.5,7.25
95233,74.91,Benton County,27.0,Mississippi,35.8,12.5,7.25
15961,71.67,Bolivar County,23.2,Mississippi,35.6,11.4,7.25
2421,74.86,Calhoun County,28.3,Mississippi,33.6,9.2,7.25
3976,76.91,Carroll County,25.4,Mississippi,33.1,13.1,7.25
7092,75.45,Chickasaw County,27.6,Mississippi,37.1,12.0,7.25
3174,76.42,Choctaw County,24.0,Mississippi,34.8,11.8,7.25
2979,73.36,Claiborne County,23.5,Mississippi,41.4,16.7,7.25
2812,75.17,Clarke County,24.7,Mississippi,34.9,12.6,7.25
2891,75.22,Clay County,25.0,Mississippi,39.4,16.4,7.25
2724,71.35,Coahoma County,26.6,Mississippi,47.4,13.7,7.25
9934,74.47,Copiah County,26.2,Mississippi,35.4,11.4,7.25
23012,73.84,Covington County,26.5,Mississippi,38.6,10.1,7.25
36851,74.56,Forrest County,24.6,Mississippi,36.4,9.8,7.25
50248,75.11,Franklin County,25.5,Mississippi,41.1,11.4,7.25
7012,73.39,George County,26.2,Mississippi,37.4,11.5,7.25
9001,75.13,Greene County,27.8,Mississippi,37.7,11.9,7.25
3496,73.19,Grenada County,27.0,Mississippi,37.8,11.6,7.25
9176,76.4,Hancock County,26.1,Mississippi,33.3,9.0,7.25
8605,75.28,Harrison County,28.5,Mississippi,34.2,8.8,7.25
10594,75.63,Hinds County,24.1,Mississippi,37,9.8,7.25
5089,71.28,Holmes County,26.1,Mississippi,41.1,19.6,7.25
10769,71.96,Humphreys County,27.2,Mississippi,42.3,17.2,7.25
9164,75.59,Issaquena County,29.6,Mississippi,38.1,16.2,7.25
11153,74.89,Itawamba County,28.5,Mississippi,36.5,11.3,7.25
5648,75.63,Jackson County,27.7,Mississippi,33.1,9.5,7.25
11328,75.04,Jasper County,22.1,Mississippi,40.3,12.2,7.25
8446,73.42,Jefferson County,23.4,Mississippi,44.8,18.8,7.25
3169,73.73,Jefferson Davis County,25.7,Mississippi,36.9,14.1,7.25
6266,75.23,Jones County,24.4,Mississippi,36.8,9.1,7.25
8693,76.51,Kemper County,26.2,Mississippi,36,14.7,7.25
6660,76.68,Lafayette County,18.8,Mississippi,33,9.3,7.25
9656,77.67,Lamar County,20.1,Mississippi,33.6,7.2,7.25
33834,74.69,Lauderdale County,26.7,Mississippi,36.7,10.7,7.25
4906,73.89,Lawrence County,25.9,Mississippi,37.8,11.9,7.25
59207,73.17,Leake County,28.3,Mississippi,35.9,9.7,7.25
10667,74.78,Lee County,26.1,Mississippi,30.1,10.4,7.25
17522,72.74,Leflore County,25.3,Mississippi,40.6,15.3,7.25
10684,74.66,Lincoln County,25.1,Mississippi,36.6,10.5,7.25
10676,76.17,Lowndes County,24.3,Mississippi,36.3,11.8,7.25
3838,73.67,Madison County,17.4,Mississippi,31.6,7.4,7.25
3708,72.71,Marion County,27.6,Mississippi,37.1,12.2,7.25
4885,73.6,Marshall County,30.1,Mississippi,38.6,12.1,7.25
3844,75.73,Monroe County,27.4,Mississippi,34.4,13.1,7.25
187723,73.78,Montgomery County,26.2,Mississippi,36.3,13.8,7.25
3897,73.48,Neshoba County,30.2,Mississippi,35.5,10.4,7.25
2856,74.56,Newton County,24.4,Mississippi,31.7,10.1,7.25
186735,74.87,Noxubee County,25.9,Mississippi,43.6,15.8,7.25
179011,77.85,Oktibbeha County,17.1,Mississippi,31.5,10.2,7.25
177970,73.14,Panola County,26.9,Mississippi,36,13.5,7.25
361849,74.85,Pearl River County,29.3,Mississippi,33,9.5,7.25
5809,74.38,Perry County,27.5,Mississippi,32.5,13.6,7.25
6304,73.5,Pike County,27.9,Mississippi,37.8,11.6,7.25
22686,77.13,Pontotoc County,28.7,Mississippi,36.3,10.2,7.25
8099,75.89,Prentiss County,28.3,Mississippi,33.1,11.8,7.25
6010,71.48,Quitman County,28.5,Mississippi,40.7,14.9,7.25
6239,77.9,Rankin County,23.6,Mississippi,34,6.9,7.25
4150,74.04,Scott County,27.0,Mississippi,38.9,8.0,7.25
15802,72.81,Sharkey County,23.0,Mississippi,40.8,14.5,7.25
9994,74.21,Simpson County,28.4,Mississippi,36,9.4,7.25
11985,75.17,Smith County,24.6,Mississippi,33.6,9.1,7.25
12056,73.97,Stone County,28.0,Mississippi,32.2,10.6,7.25
14047,71.58,Sunflower County,26.7,Mississippi,43.9,15.4,7.25
7943,73.97,Tallahatchie County,29.1,Mississippi,38.9,12.2,7.25
37007,75.04,Tate County,26.0,Mississippi,35,10.8,7.25
34336,74.28,Tippah County,27.4,Mississippi,34.5,13.5,7.25
63400,74.06,Tishomingo County,27.3,Mississippi,29.7,12.7,7.25
12225,71.05,Tunica County,26.7,Mississippi,40.7,13.7,7.25
15072,76.26,Union County,28.4,Mississippi,33.8,10.9,7.25
24953,74.57,Walthall County,26.5,Mississippi,39.3,13.0,7.25
8215,74.29,Warren County,25.8,Mississippi,39.8,10.5,7.25
9791,71.77,Washington County,24.7,Mississippi,40,15.8,7.25
5398,74.62,Wayne County,23.4,Mississippi,36.6,12.1,7.25
23618,73.41,Webster County,25.5,Mississippi,35.3,11.5,7.25
5641,72.43,Wilkinson County,26.7,Mississippi,42.4,13.8,7.25
1248,75.25,Winston County,24.8,Mississippi,35.7,17.0,7.25
19468,73.59,Yalobusha County,27.4,Mississippi,38.1,13.6,7.25
23644,73.67,Yazoo County,28.3,Mississippi,38.3,12.2,7.25
19251,78.16,Adair County,24.0,Missouri,30.5,8.7,7.35
37471,78.87,Andrew County,24.5,Missouri,28.9,8.3,7.35
6476,78.3,Atchison County,22.8,Missouri,29,8.6,7.35
6759,77.51,Audrain County,30.5,Missouri,29.5,9.6,7.35
6786,76.9,Barry County,29.4,Missouri,29.8,9.7,7.35
7069,78.01,Barton County,27.4,Missouri,30.9,10.3,7.35
5348,76.98,Bates County,31.0,Missouri,33,11.0,7.35
8232,76.7,Benton County,30.7,Missouri,34.8,12.1,7.35
6265,76.45,Bollinger County,29.2,Missouri,35.7,10.1,7.35
6167,79.54,Boone County,19.4,Missouri,25.7,6.5,7.35
4200,76.73,Buchanan County,30.1,Missouri,38.3,9.2,7.35
8586,74.41,Butler County,31.8,Missouri,32.9,9.6,7.35
22674,77.55,Caldwell County,25.8,Missouri,36.6,9.6,7.35
10291,77.75,Callaway County,25.9,Missouri,34.6,8.3,7.35
13446,78.8,Camden County,28.7,Missouri,29.4,12.0,7.35
4035,78.53,Cape Girardeau County,24.9,Missouri,27.1,7.3,7.35
176227,77.46,Carroll County,27.8,Missouri,31.6,11.5,7.35
35671,74.02,Carter County,29.3,Missouri,32.8,11.5,7.35
11190,78.19,Cass County,26.6,Missouri,33.1,9.6,7.35
7772,76.78,Cedar County,26.9,Missouri,31.3,9.5,7.35
8033,78.69,Chariton County,26.7,Missouri,31.9,9.5,7.35
4615,79.16,Christian County,22.0,Missouri,29.3,8.4,7.35
37146,77.36,Clark County,27.9,Missouri,33.4,12.4,7.35
28740,79.0,Clay County,24.7,Missouri,28.4,8.4,7.35
29448,76.76,Clinton County,26.2,Missouri,32.2,9.7,7.35
21042,78.66,Cole County,22.7,Missouri,30.3,6.9,7.35
334258,78.01,Cooper County,28.5,Missouri,29.3,9.8,7.35
168724,76.21,Crawford County,31.1,Missouri,32.3,12.7,7.35
177077,77.09,Dade County,29.4,Missouri,32,9.7,7.35
11543,77.01,Dallas County,28.3,Missouri,32.9,12.6,7.35
9850,77.54,Daviess County,25.7,Missouri,31.1,9.8,7.35
11999,76.1,Dent County,30.8,Missouri,34.3,10.4,7.35
5441,77.63,Douglas County,29.4,Missouri,32,12.1,7.35
1020,73.02,Dunklin County,33.5,Missouri,35.5,13.5,7.35
7590,77.17,Franklin County,28.0,Missouri,34.5,11.3,7.35
11799,77.64,Gasconade County,26.7,Missouri,30.7,10.4,7.35
7378,78.37,Gentry County,26.7,Missouri,33.3,7.9,7.35
13948,77.97,Greene County,24.1,Missouri,29.4,8.3,7.35
2083,77.57,Grundy County,28.1,Missouri,32.5,8.0,7.35
10071,78.53,Harrison County,29.8,Missouri,31.5,9.5,7.35
18520,76.51,Henry County,29.6,Missouri,33.1,10.8,7.35
8495,77.33,Hickory County,31.6,Missouri,33.3,12.6,7.35
16824,79.05,Holt County,25.5,Missouri,29.6,7.9,7.35
3250,78.61,Howard County,26.5,Missouri,31.6,8.7,7.35
5463,76.04,Howell County,27.2,Missouri,29.3,10.8,7.35
5262,73.14,Iron County,31.1,Missouri,30.9,16.7,7.35
7475,76.94,Jackson County,26.8,Missouri,32,10.7,7.35
9650,76.4,Jasper County,28.3,Missouri,32.6,8.5,7.35
991,76.44,Jefferson County,29.4,Missouri,35.1,10.4,7.35
6116,78.3,Johnson County,23.0,Missouri,32.5,9.9,7.35
6026,77.48,Knox County,26.5,Missouri,32.9,7.8,7.35
6068,76.51,Laclede County,30.6,Missouri,31.9,12.4,7.35
5978,77.58,Lafayette County,27.0,Missouri,31.1,9.8,7.35
5909,77.02,Lawrence County,28.2,Missouri,30,9.3,7.35
3821,77.49,Lewis County,26.6,Missouri,34.4,8.5,7.35
3659,77.23,Lincoln County,28.8,Missouri,36.5,11.8,7.35
2514,77.06,Linn County,28.1,Missouri,35.4,12.6,7.35
11394,78.05,Livingston County,26.6,Missouri,28.1,8.2,7.35
11279,77.53,Macon County,26.7,Missouri,30.9,9.3,7.35
20159,75.06,Madison County,29.7,Missouri,36,12.2,7.35
25949,77.42,Maries County,26.2,Missouri,30.8,9.5,7.35
4109,77.12,Marion County,28.6,Missouri,28.3,9.1,7.35
7038,78.82,Mercer County,26.3,Missouri,32.4,8.4,7.35
7449,76.63,Miller County,29.4,Missouri,34.9,12.9,7.35
5392,73.55,Mississippi County,32.7,Missouri,33.6,9.7,7.35
4304,78.12,Moniteau County,27.9,Missouri,31.3,8.4,7.35
76804,78.38,Monroe County,27.6,Missouri,32.1,12.3,7.35
9552,76.92,Montgomery County,29.9,Missouri,31.2,11.1,7.35
10291,76.26,Morgan County,30.6,Missouri,28.5,14.5,7.35
10135,73.82,New Madrid County,31.4,Missouri,33.2,10.0,7.35
10874,77.22,Newton County,26.6,Missouri,32.2,9.0,7.35
10725,79.83,Nodaway County,23.2,Missouri,30.3,7.2,7.35
3438,76.1,Oregon County,30.4,Missouri,32.3,11.1,7.35
9334,78.78,Osage County,25.0,Missouri,29.2,6.9,7.35
7367,76.33,Ozark County,30.6,Missouri,29.3,11.7,7.35
5197,72.21,Pemiscot County,33.4,Missouri,35.4,12.5,7.35
2490,78.59,Perry County,28.1,Missouri,32.7,7.2,7.35
31422,77.9,Pettis County,28.8,Missouri,32.4,9.3,7.35
2760,77.27,Phelps County,25.2,Missouri,32.7,9.0,7.35
2251,77.29,Pike County,31.6,Missouri,33.1,9.8,7.35
4401,80.13,Platte County,20.8,Missouri,29.2,7.7,7.35
4483,76.63,Polk County,26.1,Missouri,34,10.3,7.35
6633,76.49,Pulaski County,26.4,Missouri,34.4,8.8,7.35
48233,77.77,Putnam County,26.4,Missouri,29.5,8.0,7.35
3778,79.23,Ralls County,25.7,Missouri,32.3,8.8,7.35
32127,76.54,Randolph County,31.0,Missouri,34.3,11.5,7.35
6973,76.68,Ray County,29.6,Missouri,31.3,10.3,7.35
1318,75.58,Reynolds County,31.8,Missouri,34.8,15.1,7.35
11144,74.51,Ripley County,32.4,Missouri,33.8,12.9,7.35
8840,77.24,Saline County,28.6,Missouri,33.8,8.9,7.35
7548,78.04,Schuyler County,29.8,Missouri,30.9,10.4,7.35
8161,78.0,Scotland County,25.5,Missouri,35.5,8.1,7.35
12507,75.8,Scott County,29.6,Missouri,32.3,9.7,7.35
4047,76.19,Shannon County,28.2,Missouri,36.6,14.8,7.35
24702,78.03,Shelby County,26.2,Missouri,31.7,8.6,7.35
11954,76.28,Stoddard County,30.9,Missouri,32.9,10.4,7.35
16300,78.91,Stone County,28.1,Missouri,30.9,13.8,7.35
7840,76.94,Sullivan County,27.2,Missouri,30.2,8.8,7.35
28495,78.03,Taney County,28.0,Missouri,31.3,13.9,7.35
24385,77.1,Texas County,30.4,Missouri,33.8,11.0,7.35
28731,76.29,Vernon County,30.0,Missouri,30.6,8.3,7.35
20271,78.61,Warren County,27.7,Missouri,31.4,11.0,7.35
40926,74.18,Washington County,33.6,Missouri,32.6,14.3,7.35
21164,74.62,Wayne County,31.8,Missouri,27.6,10.8,7.35
15196,77.72,Webster County,27.2,Missouri,32.2,10.5,7.35
15684,78.63,Worth County,24.4,Missouri,29.8,6.8,7.35
9716,76.14,Wright County,29.3,Missouri,34.7,11.9,7.35
4420,79.63,Beaverhead County,19.7,Montana,24.6,5.9,7.25
5285,73.6,Big Horn County,31.4,Montana,35.3,11.0,7.25
5268,76.05,Blaine County,28.2,Montana,33.5,6.7,7.25
1337,79.31,Broadwater County,23.0,Montana,29.5,7.4,7.25
860,79.98,Carbon County,19.7,Montana,25.4,6.4,7.25
7203,79.27,Carter County,23.4,Montana,23.9,3.9,7.25
7176,78.58,Cascade County,22.6,Montana,26.8,6.4,7.25
13519,79.45,Chouteau County,22.7,Montana,29.1,4.4,7.25
2934,77.48,Custer County,23.9,Montana,24.2,4.5,7.25
4460,78.97,Daniels County,20.6,Montana,24.4,3.5,7.25
855,78.46,Dawson County,23.0,Montana,26.6,4.2,7.25
4339,76.93,Deer Lodge County,27.0,Montana,27.4,6.1,7.25
34022,78.65,Fallon County,22.0,Montana,24.5,3.1,7.25
5084,78.49,Fergus County,22.8,Montana,24.7,6.4,7.25
2321,79.07,Flathead County,19.8,Montana,21,12.0,7.25
3305,81.66,Gallatin County,14.2,Montana,17.5,6.8,7.25
4555,79.93,Garfield County,23.5,Montana,24.3,3.5,7.25
2493,73.37,Glacier County,30.9,Montana,31.5,9.8,7.25
44969,79.53,Golden Valley County,20.5,Montana,28.6,6.7,7.25
42065,79.97,Granite County,21.4,Montana,20.9,9.3,7.25
84541,77.09,Hill County,26.9,Montana,32.7,5.8,7.25
1696,78.58,Jefferson County,18.4,Montana,20.1,6.3,7.25
2964,80.69,Judith Basin County,18.1,Montana,25.5,6.4,7.25
5451,78.13,Lake County,25.3,Montana,27.3,9.0,7.25
7755,80.9,Liberty County,24.7,Montana,27.1,4.4,7.25
3433,77.54,Lincoln County,22.2,Montana,26.2,15.0,7.25
2565,80.45,Madison County,17.8,Montana,22.7,7.6,7.25
1789,78.33,Meagher County,25.9,Montana,25.6,8.0,7.25
1642,77.74,Mineral County,26.2,Montana,29.7,12.5,7.25
2793,79.58,Missoula County,18.7,Montana,20.5,7.3,7.25
3484,76.61,Musselshell County,24.3,Montana,24,6.9,7.25
2446,79.92,Park County,18.9,Montana,22.7,8.8,7.25
15403,79.05,Petroleum County,20.9,Montana,24.4,5.4,7.25
13630,78.62,Phillips County,24.6,Montana,26.6,6.8,7.25
13696,78.72,Pondera County,24.6,Montana,29,5.9,7.25
11923,79.42,Powder River County,21.9,Montana,25.1,3.7,7.25
3611,77.41,Powell County,25.7,Montana,25.2,7.6,7.25
9315,79.14,Prairie County,21.6,Montana,26.9,5.1,7.25
9165,80.03,Ravalli County,21.5,Montana,20.9,9.4,7.25
14869,77.68,Richland County,25.4,Montana,30.9,3.8,7.25
7513,71.47,Roosevelt County,33.6,Montana,35.8,6.9,7.25
1444,75.56,Rosebud County,24.7,Montana,32.7,7.0,7.25
2974,78.33,Sanders County,24.0,Montana,26.6,13.1,7.25
3024,77.65,Sheridan County,22.7,Montana,27.5,3.7,7.25
14812,76.61,Silver Bow County,27.5,Montana,27.4,6.5,7.25
2116,79.68,Stillwater County,20.9,Montana,25.2,5.8,7.25
19092,80.54,Sweet Grass County,20.1,Montana,21.8,5.5,7.25
1987,80.02,Teton County,19.1,Montana,24.2,6.0,7.25
4989,78.4,Toole County,26.1,Montana,28.7,4.6,7.25
7465,79.77,Treasure County,21.5,Montana,24.8,5.3,7.25
7008,78.72,Valley County,25.6,Montana,27.4,4.9,7.25
9484,79.43,Wheatland County,23.1,Montana,24.5,7.9,7.25
3606,77.43,Wibaux County,21.4,Montana,28.3,4.2,7.25
1959,78.8,Yellowstone County,22.6,Montana,27.1,5.9,7.25
1749,79.65,Adams County,21.1,Nebraska,28.9,4.7,7.25
2082,80.92,Antelope County,22.2,Nebraska,28.1,3.6,7.25
13367,79.69,Arthur County,18.2,Nebraska,29.3,8.0,7.25
13101,81.25,Banner County,19.0,Nebraska,33.1,4.4,7.25
24386,79.59,Blaine County,22.4,Nebraska,31.3,5.0,7.25
1029,80.83,Boone County,21.4,Nebraska,27.9,3.5,7.25
1693,78.65,Box Butte County,24.0,Nebraska,32.2,5.0,7.25
3076,79.78,Boyd County,23.5,Nebraska,30.9,3.9,7.25
1760,80.3,Brown County,23.1,Nebraska,31.7,4.7,7.25
8039,80.13,Buffalo County,18.7,Nebraska,30.1,3.6,7.25
7814,78.86,Burt County,22.0,Nebraska,31.4,5.9,7.25
14093,79.94,Butler County,23.4,Nebraska,27.8,3.9,7.25
3562,79.06,Cass County,21.6,Nebraska,31.8,5.6,7.25
5149,81.01,Cedar County,22.3,Nebraska,28.1,3.6,7.25
5118,79.37,Chase County,22.0,Nebraska,26.7,2.8,7.25
6705,79.92,Cherry County,22.9,Nebraska,27,3.0,7.25
3013,79.08,Cheyenne County,21.3,Nebraska,28.4,3.6,7.25
4272,79.09,Clay County,21.6,Nebraska,34.7,4.3,7.25
4149,80.68,Colfax County,22.7,Nebraska,33.9,3.9,7.25
5408,81.06,Cuming County,22.5,Nebraska,29.8,3.7,7.25
5469,79.19,Custer County,21.6,Nebraska,31.7,3.7,7.25
5280,78.18,Dakota County,24.6,Nebraska,33.7,7.3,7.25
5433,79.52,Dawes County,19.0,Nebraska,29.8,4.0,7.25
5244,78.88,Dawson County,22.8,Nebraska,32.2,4.9,7.25
1745,79.82,Deuel County,23.0,Nebraska,27.5,3.9,7.25
1769,80.13,Dixon County,22.0,Nebraska,32.5,4.8,7.25
1199,79.3,Dodge County,25.2,Nebraska,29.8,5.3,7.25
2085,78.64,Douglas County,22.1,Nebraska,28.4,5.1,7.25
4334,78.66,Dundy County,20.3,Nebraska,30.1,3.1,7.25
9370,79.04,Fillmore County,20.6,Nebraska,29.2,3.7,7.25
9207,79.16,Franklin County,23.3,Nebraska,31.7,4.3,7.25
14243,80.86,Frontier County,20.6,Nebraska,31.9,3.8,7.25
8303,78.48,Furnas County,22.7,Nebraska,32.2,3.4,7.25
4506,78.87,Gage County,23.0,Nebraska,34,5.8,7.25
13884,78.27,Garden County,21.8,Nebraska,26.3,4.1,7.25
13602,79.31,Garfield County,24.6,Nebraska,27.6,3.1,7.25
22980,79.78,Gosper County,21.3,Nebraska,29.5,3.6,7.25
18883,79.28,Grant County,20.7,Nebraska,28.4,3.8,7.25
3367,80.08,Greeley County,23.0,Nebraska,33.2,3.6,7.25
2514,78.73,Hall County,21.5,Nebraska,31.2,4.6,7.25
2236,80.31,Hamilton County,20.8,Nebraska,29.9,3.8,7.25
11411,79.84,Harlan County,22.6,Nebraska,29.3,3.2,7.25
45706,81.97,Hayes County,21.7,Nebraska,27.7,3.4,7.25
2506,79.17,Hitchcock County,24.5,Nebraska,33.8,5.1,7.25
2826,80.31,Holt County,23.4,Nebraska,30.3,3.6,7.25
86031,80.1,Hooker County,18.0,Nebraska,31.6,5.1,7.25
83609,80.06,Howard County,21.9,Nebraska,31.5,4.4,7.25
166814,79.19,Jefferson County,25.9,Nebraska,32.2,4.7,7.25
1250,79.38,Johnson County,25.4,Nebraska,30,4.7,7.25
2424,79.65,Kearney County,19.7,Nebraska,29.4,3.5,7.25
6002,78.99,Keith County,22.2,Nebraska,28.4,4.3,7.25
5830,80.93,Keya Paha County,22.7,Nebraska,27.1,3.5,7.25
9408,78.23,Kimball County,23.2,Nebraska,31.4,4.7,7.25
6535,79.39,Knox County,22.9,Nebraska,27.9,4.1,7.25
5520,80.49,Lancaster County,19.8,Nebraska,26.7,4.2,7.25
12103,79.17,Lincoln County,23.1,Nebraska,32.4,4.5,7.25
2737,79.1,Logan County,21.5,Nebraska,28.8,4.5,7.25
1063,80.94,Loup County,24.9,Nebraska,30,5.7,7.25
1925,79.28,Madison County,20.3,Nebraska,29.4,4.2,7.25
3084,79.49,Merrick County,23.2,Nebraska,33.1,4.5,7.25
5965,78.35,Morrill County,20.9,Nebraska,29.3,4.1,7.25
3093,78.3,Nance County,24.3,Nebraska,30.5,3.9,7.25
