Total SNAP,Life Expectancy,County,Percent Smokers,State,Percent Obese,Unemployment_rate_2010,min_wage
107200,75.31,Blaine County,26.6,Oklahoma,32.2,6.4,7.25
1612,75.86,Bryan County,26.9,Oklahoma,33.3,6.2,7.25
20346,73.63,Caddo County,31.6,Oklahoma,35.2,6.9,7.25
11951,78.08,Canadian County,24.0,Oklahoma,31.1,5.2,7.25
3866,73.69,Carter County,29.5,Oklahoma,36.4,7.1,7.25
2793,75.69,Cherokee County,28.0,Oklahoma,35.2,7.7,7.25
2790,73.57,Choctaw County,30.5,Oklahoma,34.3,9.1,7.25
1717,76.99,Cimarron County,22.4,Oklahoma,31.3,3.5,7.25
28063,78.32,Cleveland County,23.1,Oklahoma,29.3,5.3,7.25
59000,74.19,Coal County,29.5,Oklahoma,33.2,9.1,7.25
31101,76.1,Comanche County,28.5,Oklahoma,34.5,5.8,7.25
32636,75.49,Cotton County,28.6,Oklahoma,34,6.7,7.25
4737,74.89,Craig County,29.2,Oklahoma,35.8,6.7,7.25
91121,75.12,Creek County,30.7,Oklahoma,36.1,8.6,7.25
7739,75.71,Custer County,23.7,Oklahoma,28.9,5.2,7.25
203540,76.36,Delaware County,30.1,Oklahoma,33.2,8.0,7.25
547,74.4,Dewey County,23.8,Oklahoma,29.2,5.2,7.25
24842,77.26,Ellis County,21.1,Oklahoma,31.9,5.3,7.25
3332,76.47,Garfield County,25.1,Oklahoma,32.8,5.5,7.25
32165,73.71,Garvin County,27.7,Oklahoma,32.2,7.5,7.25
26916,76.03,Grady County,28.6,Oklahoma,37,6.5,7.25
2193,77.16,Grant County,23.6,Oklahoma,34.6,4.5,7.25
2794,76.0,Greer County,28.3,Oklahoma,32.1,7.7,7.25
235010,75.44,Harmon County,24.4,Oklahoma,34,5.9,7.25
8658,76.5,Harper County,23.0,Oklahoma,32.7,4.5,7.25
18771,74.94,Haskell County,30.6,Oklahoma,31.3,9.8,7.25
10950,73.91,Hughes County,31.7,Oklahoma,33.8,10.9,7.25
11504,75.97,Jackson County,24.5,Oklahoma,32.5,5.9,7.25
3683,73.67,Jefferson County,28.8,Oklahoma,36.9,7.5,7.25
11203,73.76,Johnston County,28.4,Oklahoma,31,10.4,7.25
19413,75.72,Kay County,28.5,Oklahoma,35.6,9.2,7.25
7466,77.3,Kingfisher County,23.6,Oklahoma,31.6,5.1,7.25
5465,73.26,Kiowa County,28.3,Oklahoma,32.1,6.0,7.25
5726,75.72,Latimer County,29.3,Oklahoma,36.8,10.0,7.25
3725,74.36,Le Flore County,30.7,Oklahoma,33.2,9.4,7.25
22071,75.74,Lincoln County,30.3,Oklahoma,31.9,6.5,7.25
5360,78.19,Logan County,25.5,Oklahoma,34.1,5.7,7.25
39254,75.89,Love County,25.6,Oklahoma,30.8,5.7,7.25
25582,77.91,Major County,23.6,Oklahoma,32,5.0,7.25
4150,76.45,Marshall County,27.4,Oklahoma,33.9,7.2,7.25
90469,75.67,Mayes County,30.6,Oklahoma,36,8.8,7.25
10743,74.0,Murray County,29.7,Oklahoma,34.6,6.2,7.25
2072,74.16,Muskogee County,31.0,Oklahoma,31.9,8.2,7.25
10037,77.17,Noble County,27.1,Oklahoma,35.2,6.8,7.25
4000,76.3,Nowata County,30.6,Oklahoma,33,9.3,7.25
9663,73.55,Okfuskee County,32.6,Oklahoma,35.1,9.8,7.25
55157,75.85,Oklahoma County,25.5,Oklahoma,30,6.1,7.25
3585,74.53,Okmulgee County,30.2,Oklahoma,32.3,9.8,7.25
11868,77.7,Osage County,30.1,Oklahoma,33,7.8,7.25
92124,74.45,Ottawa County,31.4,Oklahoma,31.6,8.1,7.25
59642,74.96,Pawnee County,30.5,Oklahoma,36.4,9.1,7.25
24775,78.39,Payne County,22.8,Oklahoma,30.9,5.7,7.25
17449,74.89,Pittsburg County,29.7,Oklahoma,34.1,8.2,7.25
2728,74.79,Pontotoc County,24.7,Oklahoma,39.3,6.2,7.25
25248,75.01,Pottawatomie County,30.8,Oklahoma,37.2,6.9,7.25
19881,74.06,Pushmataha County,30.9,Oklahoma,31.4,9.8,7.25
32220,77.23,Roger Mills County,23.8,Oklahoma,32.3,4.6,7.25
74751,77.8,Rogers County,24.2,Oklahoma,31.1,6.9,7.25
1000761,73.07,Seminole County,31.4,Oklahoma,38.7,9.6,7.25
15643,74.53,Sequoyah County,32.0,Oklahoma,38.1,9.6,7.25
0,75.73,Stephens County,28.6,Oklahoma,29.4,7.8,7.25
3506,77.83,Texas County,20.5,Oklahoma,30.9,4.9,7.25
1737,75.28,Tillman County,27.4,Oklahoma,33.6,6.2,7.25
42261,76.66,Tulsa County,26.2,Oklahoma,30.2,7.0,7.25
20312,77.79,Wagoner County,27.0,Oklahoma,31.5,6.8,7.25
7780,77.9,Washington County,27.1,Oklahoma,30.8,6.7,7.25
3903,76.72,Washita County,26.0,Oklahoma,32.7,6.1,7.25
17262,77.27,Woods County,22.8,Oklahoma,32.4,4.2,7.25
8437,76.54,Woodward County,26.6,Oklahoma,34.7,6.9,7.25
5501,78.17,Baker County,25.7,Oregon,25.1,10.3,8.95
2557,82.0,Benton County,14.6,Oregon,22.4,7.1,8.95
613,80.2,Clackamas County,17.7,Oregon,26.1,10.1,8.95
8482,78.22,Clatsop County,24.6,Oregon,26,10.0,8.95
4130,78.7,Columbia County,25.6,Oregon,28.2,12.9,8.95
3002,76.79,Coos County,30.0,Oregon,28.9,12.7,8.95
1392,78.98,Crook County,24.6,Oregon,26.6,15.9,8.95
5238,76.89,Curry County,27.6,Oregon,29.1,12.6,8.95
2539,80.31,Deschutes County,18.2,Oregon,21.2,13.8,8.95
5063,77.55,Douglas County,28.0,Oregon,32.8,14.0,8.95
2385,80.19,Gilliam County,23.5,Oregon,27.2,9.0,8.95
1709,79.45,Grant County,23.4,Oregon,24.3,13.7,8.95
813,78.14,Harney County,25.3,Oregon,28.6,14.2,8.95
5019,80.22,Hood River County,18.7,Oregon,22.1,8.3,8.95
2458,79.0,Jackson County,22.3,Oregon,23.9,12.5,8.95
2233,77.34,Jefferson County,24.3,Oregon,30.7,13.7,8.95
538,77.46,Josephine County,26.5,Oregon,25.5,14.0,8.95
267,77.16,Klamath County,24.8,Oregon,27.2,12.9,8.95
1648,78.11,Lake County,23.8,Oregon,29.9,13.5,8.95
10838,79.49,Lane County,21.2,Oregon,26.7,11.0,8.95
36124,77.83,Lincoln County,24.1,Oregon,28,11.0,8.95
17413,78.17,Linn County,23.2,Oregon,29.9,12.8,8.95
2457,78.37,Malheur County,25.3,Oregon,28.3,9.7,8.95
4998,78.87,Marion County,20.1,Oregon,31.3,11.2,8.95
2399,79.07,Morrow County,24.7,Oregon,25.8,9.3,8.95
2459,78.67,Multnomah County,19.6,Oregon,22.3,9.6,8.95
1141,80.41,Polk County,18.6,Oregon,30.5,9.7,8.95
2825,79.96,Sherman County,23.8,Oregon,25.9,11.7,8.95
1371,78.88,Tillamook County,23.6,Oregon,27.5,10.5,8.95
5030,78.19,Umatilla County,24.6,Oregon,33.8,10.3,8.95
2428,79.34,Union County,23.1,Oregon,28,10.3,8.95
4879,80.31,Wallowa County,23.2,Oregon,25.4,12.9,8.95
937,77.89,Wasco County,22.9,Oregon,32.9,9.6,8.95
187411,81.54,Washington County,15.3,Oregon,24.5,9.0,8.95
105798,79.42,Wheeler County,23.4,Oregon,25.8,9.5,8.95
112534,79.77,Yamhill County,19.3,Oregon,29.4,10.4,8.95
30921,79.66,Adams County,21.4,Pennsylvania,28.3,7.7,7.25
2156,78.41,Allegheny County,23.5,Pennsylvania,27.3,7.6,7.25
4040,78.33,Armstrong County,26.1,Pennsylvania,30.9,9.1,7.25
5480,78.57,Beaver County,24.5,Pennsylvania,30.1,8.6,7.25
2701,79.28,Bedford County,24.1,Pennsylvania,33.3,10.1,7.25
9554,79.4,Berks County,22.7,Pennsylvania,27.7,8.7,7.25
4582,77.74,Blair County,24.7,Pennsylvania,33.4,8.0,7.25
3483,78.63,Bradford County,23.9,Pennsylvania,34.8,7.2,7.25
1678,80.02,Bucks County,20.2,Pennsylvania,25.7,7.6,7.25
8854,79.11,Butler County,21.3,Pennsylvania,29.1,7.4,7.25
352,78.05,Cambria County,24.4,Pennsylvania,36.2,9.4,7.25
2606,78.88,Cameron County,27.5,Pennsylvania,29.1,12.6,7.25
803,77.53,Carbon County,28.8,Pennsylvania,32.2,10.6,7.25
396,81.25,Centre County,16.0,Pennsylvania,25.2,5.9,7.25
1349,80.91,Chester County,16.2,Pennsylvania,22.2,6.2,7.25
654,78.19,Clarion County,23.6,Pennsylvania,31.7,10.2,7.25
623,78.28,Clearfield County,26.0,Pennsylvania,29.2,10.4,7.25
2760,78.46,Clinton County,24.7,Pennsylvania,31.5,9.4,7.25
1338,79.0,Columbia County,24.2,Pennsylvania,33.3,9.3,7.25
430,77.92,Crawford County,26.7,Pennsylvania,29.8,9.5,7.25
6924,80.07,Cumberland County,18.2,Pennsylvania,25.5,6.8,7.25
6792,78.44,Dauphin County,21.6,Pennsylvania,32.1,8.0,7.25
13286,78.4,Delaware County,23.7,Pennsylvania,28,8.0,7.25
3637,78.83,Elk County,27.1,Pennsylvania,31.2,9.7,7.25
4414,78.52,Erie County,25.9,Pennsylvania,28.3,9.3,7.25
2085,76.7,Fayette County,28.4,Pennsylvania,34.6,10.7,7.25
2789,76.14,Forest County,30.6,Pennsylvania,32.5,11.3,7.25
3451,79.71,Franklin County,21.7,Pennsylvania,32.4,8.5,7.25
3017,78.63,Fulton County,23.5,Pennsylvania,30.8,12.3,7.25
4321,76.93,Greene County,26.6,Pennsylvania,30.7,8.4,7.25
2143,79.13,Huntingdon County,23.9,Pennsylvania,29.4,10.7,7.25
4647,78.93,Indiana County,21.3,Pennsylvania,29.7,8.7,7.25
7451,77.97,Jefferson County,26.5,Pennsylvania,29.2,10.1,7.25
3609,79.36,Juniata County,23.1,Pennsylvania,30.8,8.0,7.25
909,77.82,Lackawanna County,25.6,Pennsylvania,24.9,9.0,7.25
4300,80.5,Lancaster County,20.5,Pennsylvania,28.3,7.5,7.25
2060,78.37,Lawrence County,24.3,Pennsylvania,28.3,9.2,7.25
3582,79.6,Lebanon County,22.7,Pennsylvania,32,7.5,7.25
1355,79.56,Lehigh County,22.8,Pennsylvania,27.9,9.2,7.25
21548,77.54,Luzerne County,27.8,Pennsylvania,29.8,10.0,7.25
10377,78.75,Lycoming County,23.3,Pennsylvania,31.3,8.9,7.25
3885,78.32,Mercer County,26.8,Pennsylvania,30.9,9.5,7.25
2504,78.81,Mifflin County,25.6,Pennsylvania,30.2,10.2,7.25
6698,78.9,Monroe County,23.6,Pennsylvania,28.2,9.7,7.25
3289,80.67,Montgomery County,18.8,Pennsylvania,24,6.9,7.25
1508,78.6,Montour County,24.7,Pennsylvania,30.2,6.7,7.25
6416,80.03,Northampton County,22.7,Pennsylvania,29,8.8,7.25
1380,78.07,Northumberland County,26.0,Pennsylvania,34.3,9.9,7.25
132720,77.9,Perry County,22.3,Pennsylvania,30.8,8.1,7.25
838,80.7,Pike County,25.1,Pennsylvania,31.2,9.7,7.25
2180,78.73,Potter County,25.4,Pennsylvania,31.5,10.4,7.25
1084,77.24,Schuylkill County,27.5,Pennsylvania,33,10.6,7.25
2686,79.99,Snyder County,22.3,Pennsylvania,33.5,8.4,7.25
1214,78.63,Somerset County,25.9,Pennsylvania,31.3,9.6,7.25
7880,77.02,Sullivan County,25.1,Pennsylvania,32.2,8.0,7.25
3849,78.26,Susquehanna County,26.1,Pennsylvania,32.5,8.7,7.25
1073,78.97,Tioga County,22.9,Pennsylvania,32.2,8.3,7.25
1543,80.82,Union County,22.5,Pennsylvania,29.5,7.7,7.25
40143,77.77,Venango County,28.9,Pennsylvania,32,8.5,7.25
19704,78.42,Warren County,27.0,Pennsylvania,31.2,8.3,7.25
9753,78.24,Washington County,24.3,Pennsylvania,27.7,8.1,7.25
4618,78.06,Wayne County,26.1,Pennsylvania,29,8.1,7.25
8221,79.07,Westmoreland County,21.9,Pennsylvania,28.3,8.2,7.25
3931,78.16,Wyoming County,24.5,Pennsylvania,32.2,8.8,7.25
1751,79.4,York County,21.8,Pennsylvania,32.8,8.4,7.25
843,81.12,Bristol County,17.0,Rhode Island,20.3,9.7,7.75
21489,79.13,Kent County,21.1,Rhode Island,27.7,11.1,7.75
10244,80.91,Newport County,17.3,Rhode Island,22,10.0,7.75
6209,79.13,Providence County,20.8,Rhode Island,27.3,11.8,7.75
2953,80.86,Washington County,16.6,Rhode Island,22.6,10.1,7.75
974,76.9,Abbeville County,25.5,South Carolina,34.8,13.6,7.25
1413,77.05,Aiken County,23.4,South Carolina,31.9,9.3,7.25
4112,72.9,Allendale County,25.5,South Carolina,36.7,19.1,7.25
2084,76.0,Anderson County,25.2,South Carolina,30.8,11.6,7.25
609,74.57,Bamberg County,23.7,South Carolina,42.2,16.1,7.25
2078,74.05,Barnwell County,26.3,South Carolina,36.9,16.6,7.25
997,81.41,Beaufort County,21.4,South Carolina,21.6,8.7,7.25
3428,77.33,Berkeley County,23.6,South Carolina,38.8,10.0,7.25
1683,76.14,Calhoun County,22.7,South Carolina,38.4,12.3,7.25
3152,77.76,Charleston County,21.4,South Carolina,27.7,8.8,7.25
1523,74.37,Cherokee County,29.6,South Carolina,31.4,15.7,7.25
1439,74.04,Chester County,29.0,South Carolina,33.5,19.3,7.25
1104,74.31,Chesterfield County,26.3,South Carolina,36,14.4,7.25
6144,75.11,Clarendon County,24.4,South Carolina,37.5,14.0,7.25
10529,73.58,Colleton County,26.1,South Carolina,36.7,13.8,7.25
5061,73.62,Darlington County,24.9,South Carolina,35.7,13.2,7.25
1090,73.0,Dillon County,27.6,South Carolina,39.8,15.9,7.25
821,77.99,Dorchester County,22.9,South Carolina,29,9.5,7.25
396,77.57,Edgefield County,25.0,South Carolina,35.7,9.9,7.25
13862,73.72,Fairfield County,25.5,South Carolina,39.7,14.6,7.25
12922,74.25,Florence County,23.6,South Carolina,36.1,11.3,7.25
4992,76.85,Georgetown County,22.7,South Carolina,35.1,14.5,7.25
8302,77.77,Greenville County,21.6,South Carolina,29.8,9.6,7.25
4595,76.67,Greenwood County,26.9,South Carolina,33.6,11.9,7.25
24056,74.39,Hampton County,24.6,South Carolina,42.4,12.8,7.25
5732,76.97,Horry County,28.5,South Carolina,27.8,12.3,7.25
8016,75.88,Jasper County,26.5,South Carolina,41.5,9.8,7.25
4009,76.29,Kershaw County,24.2,South Carolina,31.1,11.5,7.25
7010,76.72,Lancaster County,26.6,South Carolina,31.9,14.7,7.25
7072,74.67,Laurens County,26.9,South Carolina,35.8,12.3,7.25
20543,73.12,Lee County,27.5,South Carolina,39.6,16.2,7.25
14172,77.52,Lexington County,23.0,South Carolina,30.7,8.2,7.25
7939,72.77,Marion County,25.0,South Carolina,38.8,18.3,7.25
30257,72.22,Marlboro County,28.3,South Carolina,40.8,21.2,7.25
8239,76.09,Newberry County,26.2,South Carolina,35.1,10.8,7.25
8855,77.5,Oconee County,23.8,South Carolina,31.3,11.4,7.25
119887,73.91,Orangeburg County,24.5,South Carolina,40.3,15.9,7.25
15691,77.26,Pickens County,22.7,South Carolina,28.5,10.9,7.25
9021,77.23,Richland County,20.6,South Carolina,31.1,9.4,7.25
736,76.89,Saluda County,24.6,South Carolina,32,10.0,7.25
6831,75.68,Spartanburg County,25.6,South Carolina,28.5,11.8,7.25
6177,75.66,Sumter County,25.5,South Carolina,35.8,12.5,7.25
23177,74.1,Union County,28.5,South Carolina,35.9,17.7,7.25
4115,73.26,Williamsburg County,23.4,South Carolina,42.6,17.2,7.25
8543,77.31,York County,24.2,South Carolina,28.5,12.1,7.25
13605,79.96,Aurora County,22.4,South Dakota,31.6,3.5,7.25
33502,79.42,Beadle County,22.2,South Dakota,30.2,4.2,7.25
8057,74.32,Bennett County,30.7,South Dakota,37.7,7.2,7.25
30814,81.06,Bon Homme County,23.6,South Dakota,32.1,4.2,7.25
22163,81.28,Brookings County,16.5,South Dakota,27.8,4.7,7.25
25516,80.02,Brown County,21.0,South Dakota,31.1,3.9,7.25
13707,80.0,Brule County,22.6,South Dakota,36.1,3.7,7.25
4236,68.75,Buffalo County,36.7,South Dakota,41.8,11.3,7.25
12937,78.16,Butte County,25.9,South Dakota,30.3,5.1,7.25
8996,82.0,Campbell County,20.7,South Dakota,31.7,4.3,7.25
14084,78.23,Charles Mix County,28.0,South Dakota,33.1,4.9,7.25
16439,79.98,Clark County,22.7,South Dakota,32.7,5.2,7.25
20810,80.09,Clay County,17.1,South Dakota,29.8,4.2,7.25
4779,80.05,Codington County,23.8,South Dakota,29.7,5.2,7.25
8720,71.89,Corson County,32.1,South Dakota,41.5,6.9,7.25
8750,79.57,Custer County,19.7,South Dakota,24.9,5.8,7.25
6376,80.0,Davison County,19.7,South Dakota,32.6,4.4,7.25
26201,78.92,Day County,25.0,South Dakota,33.4,6.7,7.25
4294,80.35,Deuel County,21.3,South Dakota,35.1,6.7,7.25
10779,70.85,Dewey County,35.0,South Dakota,42.3,14.9,7.25
5167,80.78,Douglas County,21.4,South Dakota,29.3,4.4,7.25
5845,80.5,Edmunds County,20.2,South Dakota,35.6,3.1,7.25
20979,76.26,Fall River County,24.7,South Dakota,32.6,6.2,7.25
7728,80.9,Faulk County,23.5,South Dakota,29.5,3.9,7.25
10161,79.56,Grant County,25.6,South Dakota,34.4,4.7,7.25
8317,79.02,Gregory County,23.2,South Dakota,29.2,4.4,7.25
5289,79.6,Haakon County,20.4,South Dakota,30.1,3.4,7.25
7872,79.28,Hamlin County,21.5,South Dakota,30.5,5.0,7.25
6354,81.32,Hand County,21.4,South Dakota,30.6,3.3,7.25
4252,81.32,Hanson County,21.1,South Dakota,29.6,5.3,7.25
5217,79.69,Harding County,18.5,South Dakota,31.2,3.5,7.25
9305,79.86,Hughes County,17.9,South Dakota,30.8,3.5,7.25
6267,80.66,Hutchinson County,19.5,South Dakota,29.4,4.0,7.25
17758,79.36,Hyde County,23.6,South Dakota,33.4,3.8,7.25
1813257,74.77,Jackson County,28.3,South Dakota,34.8,6.8,7.25
228985,81.09,Jerauld County,23.2,South Dakota,30.2,3.7,7.25
328569,80.01,Jones County,23.3,South Dakota,30.6,3.0,7.25
5940,79.23,Kingsbury County,19.6,South Dakota,29.9,5.4,7.25
4377,80.78,Lake County,19.4,South Dakota,30.5,5.7,7.25
6099,80.5,Lawrence County,22.6,South Dakota,24.4,4.7,7.25
48,82.72,Lincoln County,15.7,South Dakota,27.7,3.9,7.25
87,77.37,Lyman County,26.0,South Dakota,35.5,6.5,7.25
2544,79.89,Marshall County,22.6,South Dakota,28.9,5.4,7.25
1342,79.3,Meade County,23.3,South Dakota,28.1,5.3,7.25
15418,73.77,Mellette County,30.2,South Dakota,37.6,6.3,7.25
800,80.16,Miner County,21.0,South Dakota,31.3,5.0,7.25
134,79.35,Minnehaha County,21.6,South Dakota,29.1,5.0,7.25
77294,80.27,Moody County,21.6,South Dakota,34.7,7.0,7.25
13125,80.02,Pennington County,24.1,South Dakota,27.1,5.2,7.25
6425,79.16,Perkins County,21.6,South Dakota,30.8,4.2,7.25
7265,79.68,Potter County,22.3,South Dakota,28.4,4.9,7.25
565,77.42,Roberts County,27.5,South Dakota,36.7,5.8,7.25
210190,80.23,Sanborn County,21.7,South Dakota,34.5,4.2,7.25
56140,79.6,Spink County,21.3,South Dakota,34.4,3.8,7.25
57588,79.39,Stanley County,22.8,South Dakota,32.3,3.8,7.25
40066,81.43,Sully County,18.9,South Dakota,34.2,3.6,7.25
15999,68.35,Todd County,35.9,South Dakota,42.1,7.7,7.25
215931,78.92,Tripp County,24.9,South Dakota,34.3,3.6,7.25
33495,80.26,Turner County,20.7,South Dakota,32.2,4.6,7.25
160864,80.5,Union County,18.8,South Dakota,30.1,5.8,7.25
4473,78.07,Walworth County,24.3,South Dakota,32.6,6.9,7.25
64724,80.35,Yankton County,21.8,South Dakota,29.2,4.9,7.25
45603,75.96,Ziebach County,33.2,South Dakota,44.7,5.8,7.25
73315,76.88,Anderson County,26.0,Tennessee,30.9,9.3,7.25
145388,75.69,Bedford County,27.2,Tennessee,36,12.6,7.25
13879,73.82,Benton County,29.1,Tennessee,34,12.3,7.25
16777,76.68,Bledsoe County,30.1,Tennessee,31.8,13.2,7.25
8223,77.34,Blount County,24.8,Tennessee,31.9,9.1,7.25
209909,76.74,Bradley County,25.6,Tennessee,29.9,9.4,7.25
816,74.36,Campbell County,33.5,Tennessee,33.4,12.5,7.25
26437,75.75,Cannon County,27.7,Tennessee,32.3,11.1,7.25
12354,74.08,Carroll County,26.2,Tennessee,35.3,14.6,7.25
3677,76.32,Carter County,29.5,Tennessee,30,10.9,7.25
17173,75.58,Cheatham County,25.4,Tennessee,29.7,9.0,7.25
602,76.81,Chester County,24.9,Tennessee,35.9,10.0,7.25
95475,74.21,Claiborne County,29.2,Tennessee,31.7,10.8,7.25
18972,74.68,Clay County,26.2,Tennessee,31,12.1,7.25
1724,73.73,Cocke County,31.3,Tennessee,33.4,13.6,7.25
16036,75.22,Coffee County,26.7,Tennessee,34.5,10.8,7.25
15564,75.46,Crockett County,27.2,Tennessee,34.6,11.6,7.25
29876,77.78,Cumberland County,27.2,Tennessee,28.6,10.7,7.25
54,76.5,Davidson County,20.8,Tennessee,30.3,8.2,7.25
253189,74.69,Decatur County,26.3,Tennessee,33.3,13.1,7.25
246485,75.93,Dickson County,28.4,Tennessee,32,10.2,7.25
497602,74.79,Dyer County,27.7,Tennessee,33.6,12.1,7.25
20522,76.81,Fayette County,21.3,Tennessee,36.9,9.9,7.25
551,73.52,Fentress County,28.7,Tennessee,34.9,12.4,7.25
14207,76.67,Franklin County,27.0,Tennessee,31.5,10.1,7.25
6098,74.21,Gibson County,27.0,Tennessee,37.1,12.0,7.25
1324,75.81,Giles County,27.3,Tennessee,36.1,12.1,7.25
16444,74.79,Grainger County,28.6,Tennessee,30,12.7,7.25
3914,75.35,Greene County,27.1,Tennessee,35.4,12.8,7.25
18849,72.89,Grundy County,29.5,Tennessee,30.6,12.6,7.25
6334,75.27,Hamblen County,27.2,Tennessee,31.2,11.6,7.25
34479,77.44,Hamilton County,22.2,Tennessee,30.6,8.3,7.25
37776,73.67,Hancock County,30.3,Tennessee,30.3,15.8,7.25
13151,74.7,Hardeman County,26.8,Tennessee,36.9,13.2,7.25
31966,74.49,Hardin County,27.3,Tennessee,32.8,12.0,7.25
5081,75.79,Hawkins County,27.8,Tennessee,34.5,10.9,7.25
6489,74.65,Haywood County,25.8,Tennessee,38.7,15.6,7.25
10339,74.5,Henderson County,26.6,Tennessee,36.4,14.3,7.25
9335,74.79,Henry County,28.4,Tennessee,35.2,11.4,7.25
30939,75.39,Hickman County,30.3,Tennessee,33.7,11.1,7.25
5396,75.42,Houston County,30.1,Tennessee,32.4,12.0,7.25
5559980,75.36,Humphreys County,29.3,Tennessee,31.6,11.2,7.25
41226,74.22,Jackson County,29.4,Tennessee,30.7,12.6,7.25
3155,76.2,Jefferson County,28.3,Tennessee,28.4,11.5,7.25
12217,75.9,Johnson County,29.9,Tennessee,31.2,12.8,7.25
7612,77.1,Knox County,20.1,Tennessee,29.5,7.4,7.25
4445,73.14,Lake County,33.0,Tennessee,32.9,11.1,7.25
16341,74.33,Lauderdale County,31.2,Tennessee,37,14.2,7.25
10247,75.61,Lawrence County,28.2,Tennessee,31.2,12.3,7.25
14598,75.3,Lewis County,30.3,Tennessee,32.4,15.0,7.25
26698,75.92,Lincoln County,28.0,Tennessee,31.7,7.2,7.25
63687,77.97,Loudon County,24.1,Tennessee,29.5,9.3,7.25
43435,74.53,Macon County,30.4,Tennessee,33.6,11.2,7.25
15346,76.48,Madison County,22.9,Tennessee,36.1,10.0,7.25
9097,74.63,Marion County,27.4,Tennessee,29.9,11.1,7.25
48988,76.04,Marshall County,26.8,Tennessee,29.9,14.0,7.25
6185,76.54,Maury County,26.6,Tennessee,35.3,12.3,7.25
25118,74.24,Meigs County,29.1,Tennessee,32.7,13.1,7.25
26405,75.81,Monroe County,29.7,Tennessee,35.4,12.7,7.25
112896,76.62,Montgomery County,24.8,Tennessee,32.1,8.5,7.25
4334,79.03,Moore County,26.5,Tennessee,32.4,7.9,7.25
5327,75.66,Morgan County,30.7,Tennessee,31.5,11.4,7.25
52030,75.52,Obion County,27.5,Tennessee,32.1,9.6,7.25
9387,74.46,Overton County,26.1,Tennessee,31.4,10.7,7.25
16448,74.61,Perry County,30.5,Tennessee,29.3,13.5,7.25
67318,76.39,Pickett County,26.4,Tennessee,31.3,11.1,7.25
31021,74.58,Polk County,29.4,Tennessee,31.5,11.2,7.25
76691,76.66,Putnam County,24.1,Tennessee,32.5,9.4,7.25
3196,75.45,Rhea County,27.8,Tennessee,37.2,12.3,7.25
2885,76.16,Roane County,25.7,Tennessee,32.6,9.2,7.25
13698,75.91,Robertson County,26.8,Tennessee,32.9,9.2,7.25
142582,77.68,Rutherford County,21.1,Tennessee,31.3,8.9,7.25
30571,73.93,Scott County,31.7,Tennessee,29.9,17.0,7.25
35630,76.04,Sequatchie County,28.4,Tennessee,34.8,12.1,7.25
18047,76.73,Sevier County,27.7,Tennessee,30.9,10.4,7.25
14840,75.49,Shelby County,21.2,Tennessee,34.6,9.8,7.25
14937,75.0,Smith County,27.4,Tennessee,33,12.3,7.25
11730,75.2,Stewart County,27.8,Tennessee,31.3,12.4,7.25
11457,76.56,Sullivan County,26.5,Tennessee,33,9.0,7.25
16781,77.92,Sumner County,24.4,Tennessee,29.4,8.9,7.25
1829,75.37,Tipton County,25.6,Tennessee,34.6,11.3,7.25
30912,74.09,Trousdale County,28.0,Tennessee,32.5,10.8,7.25
46296,75.31,Unicoi County,30.1,Tennessee,31.4,11.9,7.25
3977,75.11,Union County,30.6,Tennessee,34,10.8,7.25
17662,76.17,Van Buren County,30.0,Tennessee,33.5,13.2,7.25
25555,75.11,Warren County,27.2,Tennessee,34.1,10.9,7.25
14510,76.68,Washington County,23.6,Tennessee,29.3,8.7,7.25
10609,75.64,Wayne County,29.3,Tennessee,31.5,11.4,7.25
7171,76.8,Weakley County,25.3,Tennessee,29.5,11.0,7.25
254119,74.86,White County,28.9,Tennessee,30.3,10.5,7.25
9856,81.36,Williamson County,14.2,Tennessee,25.9,6.6,7.25
18331,77.73,Wilson County,22.6,Tennessee,33.5,8.4,7.25
9919,73.92,Anderson County,29.0,Texas,34,8.1,7.25
10199,76.51,Andrews County,23.1,Texas,30.3,6.2,7.25
1787,76.06,Angelina County,25.5,Texas,31.8,8.5,7.25
30543,76.22,Aransas County,23.2,Texas,27.8,9.2,7.25
43912,79.23,Archer County,22.4,Texas,29.5,6.7,7.25
11147,77.47,Armstrong County,19.6,Texas,26.9,4.9,7.25
30212,77.69,Atascosa County,20.8,Texas,30.8,8.2,7.25
18872,78.21,Austin County,20.0,Texas,30.8,8.0,7.25
3703,78.23,Bailey County,22.2,Texas,28.9,7.9,7.25
13094,79.8,Bandera County,21.5,Texas,29,7.8,7.25
14826,77.67,Bastrop County,20.6,Texas,31.2,8.2,7.25
4756,76.36,Baylor County,22.3,Texas,27.3,7.0,7.25
13171,77.76,Bee County,23.6,Texas,30,8.9,7.25
52804,77.72,Bell County,21.4,Texas,29.1,7.7,7.25
4753,78.53,Bexar County,19.7,Texas,29.3,7.3,7.25
6291,79.25,Blanco County,20.0,Texas,29.4,6.0,7.25
6189,79.68,Borden County,17.3,Texas,28.2,6.4,7.25
7727,76.85,Bosque County,23.7,Texas,28.3,8.8,7.25
22472,75.56,Bowie County,25.3,Texas,31.5,8.4,7.25
12378,78.18,Brazoria County,20.4,Texas,29,8.5,7.25
12779,79.8,Brazos County,17.3,Texas,28.3,6.3,7.25
2685,79.86,Brewster County,15.7,Texas,27,5.5,7.25
