Percent Obese,CountyState
32.4,Suffolk city Virginia
27.5,Virginia Beach city Virginia
29.4,Waynesboro city Virginia
28.6,Williamsburg city Virginia
29.7,Winchester city Virginia
37.3,Adams County Washington
29.1,Asotin County Washington
32.4,Benton County Washington
26.8,Chelan County Washington
27.4,Clallam County Washington
29.1,Clark County Washington
32.4,Columbia County Washington
36.7,Cowlitz County Washington
28.8,Douglas County Washington
27.5,Ferry County Washington
32.2,Franklin County Washington
33.7,Garfield County Washington
32.8,Grant County Washington
32.7,Grays Harbor County Washington
26.2,Island County Washington
25.1,Jefferson County Washington
22.5,King County Washington
29.7,Kitsap County Washington
27,Kittitas County Washington
27.8,Klickitat County Washington
32.4,Lewis County Washington
31.7,Lincoln County Washington
32.2,Mason County Washington
29.4,Okanogan County Washington
35,Pacific County Washington
29.6,Pend Oreille County Washington
31.4,Pierce County Washington
18.5,San Juan County Washington
27.8,Skagit County Washington
31.8,Skamania County Washington
29.1,Snohomish County Washington
28,Spokane County Washington
27.8,Stevens County Washington
28.6,Thurston County Washington
30.8,Wahkiakum County Washington
27.6,Walla Walla County Washington
25.3,Whatcom County Washington
27.8,Whitman County Washington
31.9,Yakima County Washington
31.9,Barbour County West Virginia
33.3,Berkeley County West Virginia
33.5,Boone County West Virginia
34,Braxton County West Virginia
34.4,Brooke County West Virginia
33.9,Cabell County West Virginia
35.9,Calhoun County West Virginia
38.3,Clay County West Virginia
35.1,Doddridge County West Virginia
33.4,Fayette County West Virginia
35.6,Gilmer County West Virginia
33.4,Grant County West Virginia
30.2,Greenbrier County West Virginia
34.2,Hampshire County West Virginia
32.6,Hancock County West Virginia
32,Hardy County West Virginia
32,Harrison County West Virginia
34.8,Jackson County West Virginia
33.5,Jefferson County West Virginia
31.5,Kanawha County West Virginia
31.8,Lewis County West Virginia
38,Lincoln County West Virginia
41.2,Logan County West Virginia
36.7,McDowell County West Virginia
33.8,Marion County West Virginia
31.7,Marshall County West Virginia
37.4,Mason County West Virginia
33.9,Mercer County West Virginia
34.2,Mineral County West Virginia
34.9,Mingo County West Virginia
28.2,Monongalia County West Virginia
31.1,Monroe County West Virginia
32.3,Morgan County West Virginia
33.6,Nicholas County West Virginia
27.3,Ohio County West Virginia
34.8,Pendleton County West Virginia
31,Pleasants County West Virginia
30.6,Pocahontas County West Virginia
35.5,Preston County West Virginia
29.4,Putnam County West Virginia
33.4,Raleigh County West Virginia
32.6,Randolph County West Virginia
32.6,Ritchie County West Virginia
36.4,Roane County West Virginia
35.7,Summers County West Virginia
32.8,Taylor County West Virginia
30.1,Tucker County West Virginia
34,Tyler County West Virginia
31.5,Upshur County West Virginia
35.5,Wayne County West Virginia
35.6,Webster County West Virginia
35.4,Wetzel County West Virginia
38.4,Wirt County West Virginia
31.7,Wood County West Virginia
37,Wyoming County West Virginia
30.2,Adams County Wisconsin
30.5,Ashland County Wisconsin
32.8,Barron County Wisconsin
28.9,Bayfield County Wisconsin
29.3,Brown County Wisconsin
33.4,Buffalo County Wisconsin
30.5,Burnett County Wisconsin
31,Calumet County Wisconsin
29.7,Chippewa County Wisconsin
29.4,Clark County Wisconsin
33.3,Columbia County Wisconsin
29.1,Crawford County Wisconsin
24.8,Dane County Wisconsin
33.5,Dodge County Wisconsin
30.9,Door County Wisconsin
29.7,Douglas County Wisconsin
28.7,Dunn County Wisconsin
28.8,Eau Claire County Wisconsin
30.4,Florence County Wisconsin
31,Fond du Lac County Wisconsin
30,Forest County Wisconsin
26.6,Grant County Wisconsin
28.3,Green County Wisconsin
29.6,Green Lake County Wisconsin
28.2,Iowa County Wisconsin
29.3,Iron County Wisconsin
31.4,Jackson County Wisconsin
32.7,Jefferson County Wisconsin
29.5,Juneau County Wisconsin
31.3,Kenosha County Wisconsin
31.5,Kewaunee County Wisconsin
24.1,La Crosse County Wisconsin
30.3,Lafayette County Wisconsin
29.4,Langlade County Wisconsin
29.1,Lincoln County Wisconsin
31.9,Manitowoc County Wisconsin
28.4,Marathon County Wisconsin
29.6,Marinette County Wisconsin
29.5,Marquette County Wisconsin
40.3,Menominee County Wisconsin
31.3,Milwaukee County Wisconsin
28.9,Monroe County Wisconsin
29.4,Oconto County Wisconsin
27.4,Oneida County Wisconsin
30.6,Outagamie County Wisconsin
25.8,Ozaukee County Wisconsin
27.9,Pepin County Wisconsin
28.1,Pierce County Wisconsin
32,Polk County Wisconsin
28.8,Portage County Wisconsin
28.6,Price County Wisconsin
30.8,Racine County Wisconsin
31.6,Richland County Wisconsin
30.4,Rock County Wisconsin
30.1,Rusk County Wisconsin
30.5,St. Croix County Wisconsin
28.8,Sauk County Wisconsin
26.7,Sawyer County Wisconsin
31.4,Shawano County Wisconsin
26.7,Sheboygan County Wisconsin
29.2,Taylor County Wisconsin
33.1,Trempealeau County Wisconsin
28.2,Vernon County Wisconsin
28,Vilas County Wisconsin
26,Walworth County Wisconsin
30.6,Washburn County Wisconsin
27.3,Washington County Wisconsin
24.9,Waukesha County Wisconsin
30.2,Waupaca County Wisconsin
29.6,Waushara County Wisconsin
29.7,Winnebago County Wisconsin
27.5,Wood County Wisconsin
21.8,Albany County Wyoming
27.3,Big Horn County Wyoming
32.7,Campbell County Wyoming
27.5,Carbon County Wyoming
29.7,Converse County Wyoming
24,Crook County Wyoming
25.6,Fremont County Wyoming
26.5,Goshen County Wyoming
25.1,Hot Springs County Wyoming
24,Johnson County Wyoming
25.8,Laramie County Wyoming
23,Lincoln County Wyoming
27.2,Natrona County Wyoming
23.8,Niobrara County Wyoming
21.2,Park County Wyoming
25.7,Platte County Wyoming
25.5,Sheridan County Wyoming
23.1,Sublette County Wyoming
27.4,Sweetwater County Wyoming
13.1,Teton County Wyoming
29.8,Uinta County Wyoming
24.1,Washakie County Wyoming
31.3,Weston County Wyoming
