County,Percent Smokers,State Ab,State,CountyState
Haralson County,28.9, Georgia, Georgia,Haralson County  Georgia
Harris County,20.0, Georgia, Georgia,Harris County  Georgia
Hart County,24.3, Georgia, Georgia,Hart County  Georgia
Heard County,30.1, Georgia, Georgia,Heard County  Georgia
Henry County,21.1, Georgia, Georgia,Henry County  Georgia
Houston County,22.4, Georgia, Georgia,Houston County  Georgia
Irwin County,28.5, Georgia, Georgia,Irwin County  Georgia
Jackson County,22.8, Georgia, Georgia,Jackson County  Georgia
Jasper County,25.4, Georgia, Georgia,Jasper County  Georgia
Jeff Davis County,25.3, Georgia, Georgia,Jeff Davis County  Georgia
Jefferson County,26.1, Georgia, Georgia,Jefferson County  Georgia
Jenkins County,26.2, Georgia, Georgia,Jenkins County  Georgia
Johnson County,27.1, Georgia, Georgia,Johnson County  Georgia
Jones County,23.0, Georgia, Georgia,Jones County  Georgia
Lamar County,26.0, Georgia, Georgia,Lamar County  Georgia
Lanier County,27.2, Georgia, Georgia,Lanier County  Georgia
Laurens County,23.8, Georgia, Georgia,Laurens County  Georgia
Lee County,24.7, Georgia, Georgia,Lee County  Georgia
Liberty County,22.8, Georgia, Georgia,Liberty County  Georgia
Lincoln County,25.8, Georgia, Georgia,Lincoln County  Georgia
Long County,24.8, Georgia, Georgia,Long County  Georgia
Lowndes County,25.0, Georgia, Georgia,Lowndes County  Georgia
Lumpkin County,21.3, Georgia, Georgia,Lumpkin County  Georgia
Macon County,28.8, Georgia, Georgia,Macon County  Georgia
Madison County,26.2, Georgia, Georgia,Madison County  Georgia
Marion County,29.2, Georgia, Georgia,Marion County  Georgia
McDuffie County,27.5, Georgia, Georgia,McDuffie County  Georgia
McIntosh County,25.6, Georgia, Georgia,McIntosh County  Georgia
Meriwether County,28.3, Georgia, Georgia,Meriwether County  Georgia
Miller County,25.7, Georgia, Georgia,Miller County  Georgia
Mitchell County,28.2, Georgia, Georgia,Mitchell County  Georgia
Monroe County,24.1, Georgia, Georgia,Monroe County  Georgia
Montgomery County,23.6, Georgia, Georgia,Montgomery County  Georgia
Morgan County,22.2, Georgia, Georgia,Morgan County  Georgia
Murray County,29.6, Georgia, Georgia,Murray County  Georgia
Muscogee County,25.3, Georgia, Georgia,Muscogee County  Georgia
Newton County,23.8, Georgia, Georgia,Newton County  Georgia
Oconee County,15.9, Georgia, Georgia,Oconee County  Georgia
Oglethorpe County,23.7, Georgia, Georgia,Oglethorpe County  Georgia
Paulding County,23.4, Georgia, Georgia,Paulding County  Georgia
Peach County,24.1, Georgia, Georgia,Peach County  Georgia
Pickens County,24.8, Georgia, Georgia,Pickens County  Georgia
Pierce County,26.1, Georgia, Georgia,Pierce County  Georgia
Pike County,23.7, Georgia, Georgia,Pike County  Georgia
Polk County,27.7, Georgia, Georgia,Polk County  Georgia
Pulaski County,29.2, Georgia, Georgia,Pulaski County  Georgia
Putnam County,22.7, Georgia, Georgia,Putnam County  Georgia
Quitman County,29.1, Georgia, Georgia,Quitman County  Georgia
Rabun County,22.5, Georgia, Georgia,Rabun County  Georgia
Randolph County,25.8, Georgia, Georgia,Randolph County  Georgia
Richmond County,25.9, Georgia, Georgia,Richmond County  Georgia
Rockdale County,19.9, Georgia, Georgia,Rockdale County  Georgia
Schley County,26.1, Georgia, Georgia,Schley County  Georgia
Screven County,26.2, Georgia, Georgia,Screven County  Georgia
Seminole County,25.0, Georgia, Georgia,Seminole County  Georgia
Spalding County,26.6, Georgia, Georgia,Spalding County  Georgia
Stephens County,26.2, Georgia, Georgia,Stephens County  Georgia
Stewart County,28.3, Georgia, Georgia,Stewart County  Georgia
Sumter County,24.8, Georgia, Georgia,Sumter County  Georgia
Talbot County,26.0, Georgia, Georgia,Talbot County  Georgia
Taliaferro County,27.1, Georgia, Georgia,Taliaferro County  Georgia
Tattnall County,26.7, Georgia, Georgia,Tattnall County  Georgia
Taylor County,27.2, Georgia, Georgia,Taylor County  Georgia
Telfair County,26.4, Georgia, Georgia,Telfair County  Georgia
Terrell County,28.1, Georgia, Georgia,Terrell County  Georgia
Thomas County,26.1, Georgia, Georgia,Thomas County  Georgia
Tift County,25.9, Georgia, Georgia,Tift County  Georgia
Toombs County,23.5, Georgia, Georgia,Toombs County  Georgia
Towns County,22.9, Georgia, Georgia,Towns County  Georgia
Treutlen County,28.1, Georgia, Georgia,Treutlen County  Georgia
Troup County,25.7, Georgia, Georgia,Troup County  Georgia
Turner County,28.3, Georgia, Georgia,Turner County  Georgia
Twiggs County,26.7, Georgia, Georgia,Twiggs County  Georgia
Union County,22.4, Georgia, Georgia,Union County  Georgia
Upson County,28.3, Georgia, Georgia,Upson County  Georgia
Walker County,28.0, Georgia, Georgia,Walker County  Georgia
Walton County,23.4, Georgia, Georgia,Walton County  Georgia
Ware County,26.3, Georgia, Georgia,Ware County  Georgia
Warren County,28.0, Georgia, Georgia,Warren County  Georgia
Washington County,26.9, Georgia, Georgia,Washington County  Georgia
Wayne County,26.5, Georgia, Georgia,Wayne County  Georgia
Webster County,24.8, Georgia, Georgia,Webster County  Georgia
Wheeler County,27.9, Georgia, Georgia,Wheeler County  Georgia
White County,22.0, Georgia, Georgia,White County  Georgia
Whitfield County,25.6, Georgia, Georgia,Whitfield County  Georgia
Wilcox County,28.3, Georgia, Georgia,Wilcox County  Georgia
Wilkes County,27.8, Georgia, Georgia,Wilkes County  Georgia
Wilkinson County,25.5, Georgia, Georgia,Wilkinson County  Georgia
Worth County,28.3, Georgia, Georgia,Worth County  Georgia
Hawaii County,22.0, Hawaii, Hawaii,Hawaii County  Hawaii
Honolulu County,17.0, Hawaii, Hawaii,Honolulu County  Hawaii
Kalawao County/Maui County,18.3, Hawaii, Hawaii,Kalawao County/Maui County  Hawaii
Kauai County,20.2, Hawaii, Hawaii,Kauai County  Hawaii
Ada County,17.8, Idaho, Idaho,Ada County  Idaho
Adams County,22.9, Idaho, Idaho,Adams County  Idaho
Bannock County,20.0, Idaho, Idaho,Bannock County  Idaho
Bear Lake County,19.0, Idaho, Idaho,Bear Lake County  Idaho
Benewah County,27.2, Idaho, Idaho,Benewah County  Idaho
Bingham County,19.2, Idaho, Idaho,Bingham County  Idaho
Blaine County,13.8, Idaho, Idaho,Blaine County  Idaho
Boise County,21.8, Idaho, Idaho,Boise County  Idaho
Bonner County,23.6, Idaho, Idaho,Bonner County  Idaho
Bonneville County,16.1, Idaho, Idaho,Bonneville County  Idaho
Boundary County,27.5, Idaho, Idaho,Boundary County  Idaho
Butte County,21.1, Idaho, Idaho,Butte County  Idaho
Camas County,22.5, Idaho, Idaho,Camas County  Idaho
Canyon County,21.7, Idaho, Idaho,Canyon County  Idaho
Caribou County,20.3, Idaho, Idaho,Caribou County  Idaho
Cassia County,19.4, Idaho, Idaho,Cassia County  Idaho
Clark County,22.2, Idaho, Idaho,Clark County  Idaho
Clearwater County,26.4, Idaho, Idaho,Clearwater County  Idaho
Custer County,20.4, Idaho, Idaho,Custer County  Idaho
Elmore County,22.7, Idaho, Idaho,Elmore County  Idaho
Franklin County,19.3, Idaho, Idaho,Franklin County  Idaho
Fremont County,18.7, Idaho, Idaho,Fremont County  Idaho
Gem County,24.1, Idaho, Idaho,Gem County  Idaho
Gooding County,23.3, Idaho, Idaho,Gooding County  Idaho
Idaho County,24.7, Idaho, Idaho,Idaho County  Idaho
Jefferson County,16.1, Idaho, Idaho,Jefferson County  Idaho
Jerome County,21.1, Idaho, Idaho,Jerome County  Idaho
Kootenai County,23.1, Idaho, Idaho,Kootenai County  Idaho
Latah County,16.4, Idaho, Idaho,Latah County  Idaho
Lemhi County,24.0, Idaho, Idaho,Lemhi County  Idaho
Lewis County,23.3, Idaho, Idaho,Lewis County  Idaho
Lincoln County,21.6, Idaho, Idaho,Lincoln County  Idaho
Madison County,12.0, Idaho, Idaho,Madison County  Idaho
Minidoka County,21.4, Idaho, Idaho,Minidoka County  Idaho
Nez Perce County,25.3, Idaho, Idaho,Nez Perce County  Idaho
Oneida County,19.1, Idaho, Idaho,Oneida County  Idaho
Owyhee County,24.7, Idaho, Idaho,Owyhee County  Idaho
Payette County,25.8, Idaho, Idaho,Payette County  Idaho
Power County,19.3, Idaho, Idaho,Power County  Idaho
Shoshone County,27.7, Idaho, Idaho,Shoshone County  Idaho
Teton County,13.5, Idaho, Idaho,Teton County  Idaho
Twin Falls County,23.0, Idaho, Idaho,Twin Falls County  Idaho
Valley County,19.1, Idaho, Idaho,Valley County  Idaho
Washington County,26.2, Idaho, Idaho,Washington County  Idaho
Adams County,23.7, Illinois, Illinois,Adams County  Illinois
Alexander County,28.9, Illinois, Illinois,Alexander County  Illinois
Bond County,23.7, Illinois, Illinois,Bond County  Illinois
Boone County,22.6, Illinois, Illinois,Boone County  Illinois
Brown County,26.8, Illinois, Illinois,Brown County  Illinois
Bureau County,24.5, Illinois, Illinois,Bureau County  Illinois
Calhoun County,23.1, Illinois, Illinois,Calhoun County  Illinois
Carroll County,22.2, Illinois, Illinois,Carroll County  Illinois
Cass County,26.0, Illinois, Illinois,Cass County  Illinois
Champaign County,18.3, Illinois, Illinois,Champaign County  Illinois
Christian County,28.2, Illinois, Illinois,Christian County  Illinois
Clark County,24.2, Illinois, Illinois,Clark County  Illinois
Clay County,25.8, Illinois, Illinois,Clay County  Illinois
Clinton County,23.9, Illinois, Illinois,Clinton County  Illinois
Coles County,22.8, Illinois, Illinois,Coles County  Illinois
Cook County,21.9, Illinois, Illinois,Cook County  Illinois
Crawford County,24.6, Illinois, Illinois,Crawford County  Illinois
Cumberland County,24.3, Illinois, Illinois,Cumberland County  Illinois
De Witt County,25.9, Illinois, Illinois,De Witt County  Illinois
DeKalb County,19.7, Illinois, Illinois,DeKalb County  Illinois
Douglas County,25.4, Illinois, Illinois,Douglas County  Illinois
DuPage County,15.2, Illinois, Illinois,DuPage County  Illinois
Edgar County,26.8, Illinois, Illinois,Edgar County  Illinois
Edwards County,24.4, Illinois, Illinois,Edwards County  Illinois
Effingham County,22.8, Illinois, Illinois,Effingham County  Illinois
Fayette County,25.4, Illinois, Illinois,Fayette County  Illinois
Ford County,26.3, Illinois, Illinois,Ford County  Illinois
Franklin County,27.7, Illinois, Illinois,Franklin County  Illinois
Fulton County,25.7, Illinois, Illinois,Fulton County  Illinois
Gallatin County,27.2, Illinois, Illinois,Gallatin County  Illinois
Greene County,26.7, Illinois, Illinois,Greene County  Illinois
Grundy County,24.9, Illinois, Illinois,Grundy County  Illinois
Hamilton County,24.8, Illinois, Illinois,Hamilton County  Illinois
Hancock County,23.5, Illinois, Illinois,Hancock County  Illinois
Hardin County,26.2, Illinois, Illinois,Hardin County  Illinois
Henderson County,23.6, Illinois, Illinois,Henderson County  Illinois
Henry County,22.8, Illinois, Illinois,Henry County  Illinois
Iroquois County,25.9, Illinois, Illinois,Iroquois County  Illinois
Jackson County,19.0, Illinois, Illinois,Jackson County  Illinois
Jasper County,23.5, Illinois, Illinois,Jasper County  Illinois
Jefferson County,25.5, Illinois, Illinois,Jefferson County  Illinois
Jersey County,24.2, Illinois, Illinois,Jersey County  Illinois
Jo Daviess County,18.9, Illinois, Illinois,Jo Daviess County  Illinois
Johnson County,25.3, Illinois, Illinois,Johnson County  Illinois
Kane County,18.6, Illinois, Illinois,Kane County  Illinois
Kankakee County,27.0, Illinois, Illinois,Kankakee County  Illinois
Kendall County,17.7, Illinois, Illinois,Kendall County  Illinois
Knox County,26.2, Illinois, Illinois,Knox County  Illinois
LaSalle County,25.1, Illinois, Illinois,LaSalle County  Illinois
Lake County,17.2, Illinois, Illinois,Lake County  Illinois
Lawrence County,28.7, Illinois, Illinois,Lawrence County  Illinois
Lee County,24.8, Illinois, Illinois,Lee County  Illinois
Livingston County,27.9, Illinois, Illinois,Livingston County  Illinois
Logan County,27.4, Illinois, Illinois,Logan County  Illinois
Macon County,26.2, Illinois, Illinois,Macon County  Illinois
Macoupin County,26.0, Illinois, Illinois,Macoupin County  Illinois
Madison County,25.1, Illinois, Illinois,Madison County  Illinois
Marion County,27.0, Illinois, Illinois,Marion County  Illinois
Marshall County,23.5, Illinois, Illinois,Marshall County  Illinois
Mason County,25.9, Illinois, Illinois,Mason County  Illinois
Massac County,24.7, Illinois, Illinois,Massac County  Illinois
McDonough County,19.6, Illinois, Illinois,McDonough County  Illinois
McHenry County,20.2, Illinois, Illinois,McHenry County  Illinois
McLean County,17.2, Illinois, Illinois,McLean County  Illinois
Menard County,23.5, Illinois, Illinois,Menard County  Illinois
Mercer County,24.3, Illinois, Illinois,Mercer County  Illinois
Monroe County,20.5, Illinois, Illinois,Monroe County  Illinois
Montgomery County,28.1, Illinois, Illinois,Montgomery County  Illinois
Morgan County,25.0, Illinois, Illinois,Morgan County  Illinois
Moultrie County,25.2, Illinois, Illinois,Moultrie County  Illinois
Ogle County,22.0, Illinois, Illinois,Ogle County  Illinois
Peoria County,22.2, Illinois, Illinois,Peoria County  Illinois
Perry County,26.4, Illinois, Illinois,Perry County  Illinois
Piatt County,21.5, Illinois, Illinois,Piatt County  Illinois
Pike County,26.4, Illinois, Illinois,Pike County  Illinois
Pope County,25.3, Illinois, Illinois,Pope County  Illinois
Pulaski County,25.1, Illinois, Illinois,Pulaski County  Illinois
Putnam County,23.7, Illinois, Illinois,Putnam County  Illinois
Randolph County,27.0, Illinois, Illinois,Randolph County  Illinois
Richland County,23.2, Illinois, Illinois,Richland County  Illinois
Rock Island County,22.5, Illinois, Illinois,Rock Island County  Illinois
Saline County,27.1, Illinois, Illinois,Saline County  Illinois
Sangamon County,23.0, Illinois, Illinois,Sangamon County  Illinois
Schuyler County,23.9, Illinois, Illinois,Schuyler County  Illinois
Scott County,23.5, Illinois, Illinois,Scott County  Illinois
Shelby County,23.5, Illinois, Illinois,Shelby County  Illinois
St. Clair County,23.8, Illinois, Illinois,St. Clair County  Illinois
Stark County,23.4, Illinois, Illinois,Stark County  Illinois
Stephenson County,22.8, Illinois, Illinois,Stephenson County  Illinois
Tazewell County,23.0, Illinois, Illinois,Tazewell County  Illinois
Union County,25.4, Illinois, Illinois,Union County  Illinois
Vermilion County,29.0, Illinois, Illinois,Vermilion County  Illinois
Wabash County,24.1, Illinois, Illinois,Wabash County  Illinois
Warren County,24.7, Illinois, Illinois,Warren County  Illinois
Washington County,21.8, Illinois, Illinois,Washington County  Illinois
Wayne County,25.7, Illinois, Illinois,Wayne County  Illinois
White County,25.2, Illinois, Illinois,White County  Illinois
Whiteside County,24.3, Illinois, Illinois,Whiteside County  Illinois
Will County,21.1, Illinois, Illinois,Will County  Illinois
Williamson County,24.3, Illinois, Illinois,Williamson County  Illinois
Winnebago County,24.5, Illinois, Illinois,Winnebago County  Illinois
Woodford County,20.3, Illinois, Illinois,Woodford County  Illinois
Adams County,26.5, Indiana, Indiana,Adams County  Indiana
Allen County,23.2, Indiana, Indiana,Allen County  Indiana
Bartholomew County,22.3, Indiana, Indiana,Bartholomew County  Indiana
Benton County,26.1, Indiana, Indiana,Benton County  Indiana
Blackford County,30.8, Indiana, Indiana,Blackford County  Indiana
Boone County,20.2, Indiana, Indiana,Boone County  Indiana
Brown County,24.0, Indiana, Indiana,Brown County  Indiana
Carroll County,26.5, Indiana, Indiana,Carroll County  Indiana
Cass County,29.0, Indiana, Indiana,Cass County  Indiana
Clark County,29.4, Indiana, Indiana,Clark County  Indiana
Clay County,26.9, Indiana, Indiana,Clay County  Indiana
Clinton County,27.4, Indiana, Indiana,Clinton County  Indiana
Crawford County,26.6, Indiana, Indiana,Crawford County  Indiana
Daviess County,29.5, Indiana, Indiana,Daviess County  Indiana
