State,County,Obesity,Min Wage,Life expectancy 2010,Percent Smokers,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,Unemployment_rate_2010
Oregon,Coos County,28.9,8.95,78.1,24.1,4515,19239,23754,7.4
New Hampshire,Grafton County,25.5,7.25,80.71,17.8,2107,8675,10782,4.8
New Hampshire,Merrimack County,26.4,7.25,79.94,18.5,506,1933,2439,5.3
New Hampshire,Rockingham County,26.3,7.25,80.47,27.6,4750,26734,31484,6.0
North Carolina,Rockingham County,32.4,7.25,80.47,27.6,4750,26734,31484,6.0
Virginia,Rockingham County,29.8,7.25,80.47,27.6,4750,26734,31484,6.0
New Hampshire,Strafford County,30.1,7.25,79.58,20.7,185,934,1119,5.7
New Jersey,Atlantic County,27,7.25,77.5,23.2,1431,2330,3761,12.3
New Jersey,Bergen County,21.4,7.25,82.15,16.4,716,4866,5582,8.0
New Jersey,Burlington County,27.1,7.25,79.67,18.9,761,4710,5471,9.0
New Jersey,Cape May County,24.8,7.25,78.11,22.9,551,1197,1748,14.0
New Jersey,Gloucester County,28.2,7.25,78.34,21.4,1970,13707,15677,10.3
Virginia,Gloucester County,31,7.25,78.34,21.4,1970,13707,15677,10.3
New Jersey,Hudson County,23.9,7.25,79.62,18.2,307,3269,3576,9.6
New Jersey,Hunterdon County,20,7.25,81.94,15.5,39,5590,5629,7.4
New Jersey,Monmouth County,22.4,7.25,79.88,18.0,2379,30154,32533,8.7
New Jersey,Ocean County,26.4,7.25,79.25,20.9,4136,60250,64386,10.3
New Jersey,Passaic County,24.7,7.25,79.53,18.6,3798,42664,46462,11.4
New Jersey,Salem County,32.8,7.25,76.91,23.7,1911,13123,15034,11.7
New Mexico,Bernalillo County,19.3,7.5,78.78,21.6,182,417,599,7.7
New Mexico,Catron County,24.8,7.5,79.86,23.3,1520,4602,6122,12.0
New Mexico,Chaves County,30.6,7.5,76.8,24.8,1802,3289,5091,7.5
New Mexico,Cibola County,31.2,7.5,76.97,26.3,1007,5008,6015,9.6
New Mexico,Curry County,29.2,7.5,77.54,24.3,258,6607,6865,5.4
Oregon,Curry County,29.1,8.95,77.54,24.3,258,6607,6865,5.4
New Mexico,De Baca County,23.2,7.5,77.85,22.2,2236,7707,9943,6.0
New Mexico,Eddy County,28.7,7.5,76.46,24.2,1243,6811,8054,6.4
North Dakota,Eddy County,29.1,7.25,76.46,24.2,1243,6811,8054,6.4
New Mexico,Guadalupe County,25.9,7.5,76.87,23.2,89,324,413,10.1
Texas,Guadalupe County,29.9,7.25,76.87,23.2,89,324,413,10.1
New Mexico,Harding County,25.3,7.5,80.65,20.6,251,552,803,6.1
South Dakota,Harding County,31.2,7.25,80.65,20.6,251,552,803,6.1
New Mexico,Hidalgo County,26.4,7.5,78.1,23.2,65,175,240,8.5
Texas,Hidalgo County,31.1,7.25,78.1,23.2,65,175,240,8.5
New Mexico,Lea County,32.8,7.5,76.18,25.2,523,1096,1619,7.9
New Mexico,Los Alamos County,18.5,7.5,83.21,13.0,25,138,163,3.7
New Mexico,Luna County,26.1,7.5,77.3,25.3,2515,6995,9510,20.1
New Mexico,McKinley County,35.8,7.5,74.95,21.7,98,236,334,9.9
New Mexico,Mora County,23.4,7.5,78.75,20.5,355,2481,2836,12.3
New Mexico,Quay County,25.3,7.5,76.02,24.7,641,4780,5421,9.4
New Mexico,Rio Arriba County,24,7.5,75.53,22.7,657,1818,2475,9.1
New Mexico,Sandoval County,25,7.5,79.62,20.4,127,502,629,8.4
New Mexico,Santa Fe County,13.8,7.5,80.77,19.3,2110,6700,8810,6.8
New Mexico,Socorro County,26.5,7.5,76.6,26.4,33,143,176,7.8
New Mexico,Taos County,18,7.5,79.83,20.6,288,929,1217,10.7
New Mexico,Torrance County,25.9,7.5,77.13,28.6,236,5928,6164,11.6
New Mexico,Valencia County,28.4,7.5,76.97,26.3,186,10816,11002,9.6
New York,Albany County,25.9,7.25,79.68,20.0,111,354,465,7.0
Wyoming,Albany County,21.8,5.15,79.68,20.0,111,354,465,7.0
New York,Bronx County,28.4,7.25,78.06,20.9,458,1263,1721,12.0
New York,Broome County,29,7.25,79.3,22.0,184,770,954,8.7
New York,Cattaraugus County,27.5,7.25,77.96,26.1,1341,4803,6144,9.5
New York,Cayuga County,24.8,7.25,79.81,25.6,51,341,392,8.5
New York,Chemung County,29.2,7.25,78.66,24.0,81,280,361,8.4
New York,Chenango County,28.8,7.25,78.43,24.6,148,424,572,9.2
New York,Cortland County,27,7.25,78.78,23.2,2200,4060,6260,8.9
New York,Dutchess County,26.2,7.25,80.19,18.8,2673,7731,10404,7.7
New York,Erie County,28.9,7.25,78.61,21.6,118,261,379,8.3
Ohio,Erie County,28,7.85,78.61,21.6,118,261,379,8.3
Pennsylvania,Erie County,28.3,7.25,78.61,21.6,118,261,379,8.3
New York,Herkimer County,31.7,7.25,79.54,22.3,967,11496,12463,8.6
New York,New York County,15.7,7.25,81.18,15.9,632,1497,2129,8.6
New York,Niagara County,29.5,7.25,78.39,25.8,1876,6780,8656,9.6
New York,Onondaga County,28.2,7.25,79.65,21.2,980,4364,5344,8.0
New York,Ontario County,28,7.25,79.67,19.4,20,1613,1633,7.4
New York,Orleans County,31.9,7.25,78.71,26.5,120,404,524,9.6
Vermont,Orleans County,29.8,7.25,78.71,26.5,120,404,524,9.6
New York,Oswego County,33.9,7.25,78.16,26.0,86,3559,3645,10.6
New York,Queens County,22.9,7.25,81.4,17.4,1261,3665,4926,8.6
New York,Rensselaer County,26.4,7.25,78.59,22.0,191,580,771,7.8
New York,Rockland County,24.3,7.25,81.77,16.1,3852,6007,9859,7.5
New York,Saratoga County,25.9,7.25,81.0,19.2,88,388,476,6.9
New York,Schenectady County,27.4,7.25,79.55,22.4,196,557,753,7.6
New York,Schoharie County,29.9,7.25,79.98,23.5,1474,3006,4480,8.9
New York,Seneca County,28.3,7.25,79.11,24.6,181,464,645,8.2
Ohio,Seneca County,30,7.85,79.11,24.6,181,464,645,8.2
New York,Tioga County,28.9,7.25,79.94,20.9,206,728,934,8.0
Pennsylvania,Tioga County,32.2,7.25,79.94,20.9,206,728,934,8.0
New York,Tompkins County,21.7,7.25,80.88,14.2,179,521,700,6.2
New York,Ulster County,27.3,7.25,79.85,22.0,553,1758,2311,7.8
New York,Westchester County,17.2,7.25,81.99,16.0,169,402,571,7.4
New York,Wyoming County,29.6,7.25,79.05,24.6,501,1134,1635,9.5
Pennsylvania,Wyoming County,32.2,7.25,79.05,24.6,501,1134,1635,9.5
West Virginia,Wyoming County,37,7.25,79.05,24.6,501,1134,1635,9.5
New York,Yates County,25.9,7.25,79.49,22.9,1580,3982,5562,7.4
North Carolina,Alamance County,34.1,7.25,77.7,24.8,207,567,774,10.9
North Carolina,Alleghany County,24.7,7.25,77.88,27.2,435,806,1241,12.0
Virginia,Alleghany County,26,7.25,77.88,27.2,435,806,1241,12.0
North Carolina,Anson County,34.6,7.25,74.98,27.0,303,4839,5142,14.1
North Carolina,Ashe County,22.5,7.25,77.79,26.1,318,4843,5161,11.8
North Carolina,Avery County,28.9,7.25,77.53,24.0,186,8876,9062,10.8
North Carolina,Beaufort County,34.3,7.25,76.16,23.3,36458,99337,135795,11.7
South Carolina,Beaufort County,21.6,7.25,76.16,23.3,36458,99337,135795,11.7
North Carolina,Bertie County,35,7.25,75.23,25.9,1389,3916,5305,11.8
North Carolina,Bladen County,36.1,7.25,74.61,26.1,15537,30236,45773,13.3
North Carolina,Brunswick County,29.5,7.25,78.07,26.0,46,78,124,12.5
Virginia,Brunswick County,34.9,7.25,78.07,26.0,46,78,124,12.5
North Carolina,Buncombe County,23.6,7.25,78.5,22.1,426,843,1269,8.6
North Carolina,Cabarrus County,30.9,7.25,77.76,22.6,409,3753,4162,11.5
North Carolina,Carteret County,29,7.25,77.74,24.4,117,577,694,9.6
North Carolina,Caswell County,32.5,7.25,76.14,27.0,44,249,293,13.2
North Carolina,Catawba County,28.4,7.25,76.67,23.6,107,551,658,13.1
North Carolina,Chowan County,30,7.25,77.01,25.4,3137,20452,23589,12.0
North Carolina,Columbus County,32.1,7.25,73.58,27.1,92,177,269,13.4
North Carolina,Craven County,31.9,7.25,77.51,22.8,136,562,698,10.7
North Carolina,Currituck County,29.2,7.25,77.07,24.8,43,198,241,8.9
North Carolina,Dare County,28.1,7.25,79.0,23.5,735,1642,2377,12.1
North Carolina,Davidson County,29,7.25,76.73,26.2,3656,12680,16336,12.3
Tennessee,Davidson County,30.3,7.25,76.73,26.2,3656,12680,16336,12.3
North Carolina,Davie County,28.1,7.25,78.62,23.7,1920,13183,15103,11.7
North Carolina,Duplin County,36.1,7.25,76.81,26.3,4841,24221,29062,9.3
North Carolina,Durham County,29.4,7.25,78.33,17.7,294,587,881,8.2
North Carolina,Edgecombe County,37,7.25,74.9,26.4,19694,38834,58528,15.7
North Carolina,Gaston County,27.3,7.25,75.36,27.8,448,15404,15852,13.5
North Carolina,Gates County,32.8,7.25,76.84,25.5,100,6820,6920,8.0
North Carolina,Granville County,30.2,7.25,76.9,25.8,745,18760,19505,9.7
North Carolina,Guilford County,27.4,7.25,78.49,21.0,175,3389,3564,11.1
North Carolina,Halifax County,37.9,7.25,74.66,27.1,367,10781,11148,14.7
Virginia,Halifax County,32.6,7.25,74.66,27.1,367,10781,11148,14.7
North Carolina,Harnett County,33.1,7.25,76.48,24.5,102,7868,7970,11.3
North Carolina,Haywood County,25.9,7.25,78.23,26.6,328,16676,17004,10.3
Tennessee,Haywood County,38.7,7.25,78.23,26.6,328,16676,17004,10.3
North Carolina,Hertford County,34.1,7.25,75.45,25.6,2094,15257,17351,10.6
North Carolina,Hoke County,33.1,7.25,76.03,23.2,655,16151,16806,10.1
North Carolina,Hyde County,31.5,7.25,76.86,25.7,2678,26894,29572,11.1
South Dakota,Hyde County,33.4,7.25,76.86,25.7,2678,26894,29572,11.1
North Carolina,Iredell County,27.9,7.25,77.27,22.0,150,7660,7810,12.9
North Carolina,Johnston County,33.4,7.25,77.18,24.2,1982,20853,22835,9.9
Oklahoma,Johnston County,31,7.25,77.18,24.2,1982,20853,22835,9.9
North Carolina,Lenoir County,34.2,7.25,74.85,26.0,18,1636,1654,11.9
North Carolina,McDowell County,33.8,7.25,77.51,27.3,1393,17819,19212,13.3
West Virginia,McDowell County,36.7,7.25,77.51,27.3,1393,17819,19212,13.3
North Carolina,Mecklenburg County,25.5,7.25,79.21,17.6,34,2565,2599,10.7
Virginia,Mecklenburg County,32.8,7.25,79.21,17.6,34,2565,2599,10.7
North Carolina,Moore County,28.5,7.25,79.4,21.2,129,4321,4450,10.1
Tennessee,Moore County,32.4,7.25,79.4,21.2,129,4321,4450,10.1
Texas,Moore County,31.5,7.25,79.4,21.2,129,4321,4450,10.1
North Carolina,Nash County,33.3,7.25,76.02,24.5,167,9743,9910,12.6
North Carolina,New Hanover County,25.5,7.25,79.21,22.0,83,5957,6040,9.7
North Carolina,Northampton County,30.7,7.25,75.95,27.9,86,6145,6231,11.6
Pennsylvania,Northampton County,29,7.25,75.95,27.9,86,6145,6231,11.6
Virginia,Northampton County,29.8,7.25,75.95,27.9,86,6145,6231,11.6
North Carolina,Onslow County,27.8,7.25,77.66,25.4,89,12284,12373,8.3
North Carolina,Pamlico County,30.2,7.25,78.15,22.8,121,4373,4494,10.2
North Carolina,Pasquotank County,32.6,7.25,76.81,25.0,76,12313,12389,10.0
North Carolina,Pender County,29.2,7.25,77.93,24.8,432,19060,19492,11.4
North Carolina,Perquimans County,31.9,7.25,77.84,23.1,124,7131,7255,10.6
North Carolina,Person County,32.6,7.25,76.57,25.1,45,1648,1693,12.4
North Carolina,Pitt County,35.7,7.25,77.22,22.2,712,6351,7063,10.2
North Carolina,Robeson County,40.7,7.25,73.82,28.7,487,13749,14236,13.7
North Carolina,Rutherford County,30,7.25,75.77,27.4,146,5133,5279,16.7
Tennessee,Rutherford County,31.3,7.25,75.77,27.4,146,5133,5279,16.7
North Carolina,Sampson County,36.7,7.25,75.62,24.9,302,28415,28717,9.7
North Carolina,Stanly County,26.6,7.25,76.82,25.5,433,14303,14736,13.2
North Carolina,Stokes County,25.6,7.25,77.21,29.5,195,8197,8392,11.4
North Carolina,Surry County,30.7,7.25,76.73,27.4,503,6841,7344,12.0
Virginia,Surry County,33,7.25,76.73,27.4,503,6841,7344,12.0
North Carolina,Swain County,33.9,7.25,74.06,28.2,460,7002,7462,14.7
North Carolina,Transylvania County,23.7,7.25,80.04,22.2,768,5646,6414,9.8
North Carolina,Tyrrell County,31.3,7.25,77.08,28.4,747,19943,20690,14.8
North Carolina,Vance County,33,7.25,74.66,29.5,210,10091,10301,14.1
North Carolina,Wake County,24.8,7.25,80.67,15.8,98,8628,8726,8.3
North Carolina,Watauga County,27.5,7.25,80.53,18.5,1762,8170,9932,7.8
North Carolina,Yadkin County,29.7,7.25,77.32,26.9,319,12952,13271,11.0
North Carolina,Yancey County,28.7,7.25,78.24,26.5,73,3263,3336,11.9
North Dakota,Barnes County,27,7.25,79.85,21.9,109,5061,5170,4.5
North Dakota,Benson County,35.5,7.25,74.62,33.8,33,4269,4302,5.4
North Dakota,Billings County,31.3,7.25,83.91,21.9,274,4521,4795,3.3
North Dakota,Bottineau County,31.3,7.25,79.71,22.0,72,5215,5287,4.0
North Dakota,Bowman County,31.5,7.25,78.64,21.0,69,8308,8377,2.6
North Dakota,Burleigh County,26.7,7.25,80.99,19.1,1047,10877,11924,3.6
North Dakota,Cavalier County,31.4,7.25,80.34,21.7,2087,20204,22291,3.1
North Dakota,Dickey County,29.7,7.25,80.07,20.7,56,9184,9240,3.2
North Dakota,Divide County,28.9,7.25,80.68,23.4,248,9502,9750,2.1
North Dakota,Dunn County,30,7.25,79.29,24.2,4351,22067,26418,3.2
Wisconsin,Dunn County,28.7,7.25,79.29,24.2,4351,22067,26418,3.2
North Dakota,Emmons County,32.6,7.25,79.89,23.4,5834,36175,42009,6.9
North Dakota,Foster County,30.3,7.25,79.34,22.1,59,6091,6150,3.4
North Dakota,Grand Forks County,29.9,7.25,79.8,19.8,288,9185,9473,3.5
North Dakota,Griggs County,30.4,7.25,79.68,24.3,33,3784,3817,3.0
North Dakota,Hettinger County,26.2,7.25,80.42,23.2,47,3074,3121,3.0
North Dakota,Kidder County,33,7.25,81.09,21.3,57,23341,23398,5.3
North Dakota,LaMoure County,28.7,7.25,81.26,21.3,177,5884,6061,3.5
North Dakota,McKenzie County,32.6,7.25,77.76,25.8,890,8913,9803,2.2
North Dakota,Mountrail County,35.6,7.25,76.33,27.0,2027,26972,28999,2.6
North Dakota,Oliver County,31.2,7.25,82.14,21.9,4722,60383,65105,5.7
North Dakota,Pembina County,32.9,7.25,80.28,22.2,597,4157,4754,6.4
North Dakota,Ransom County,31.6,7.25,78.59,23.8,901,6613,7514,4.6
North Dakota,Rolette County,40.3,7.25,73.11,31.2,10903,138191,149094,10.9
North Dakota,Sargent County,31,7.25,80.74,22.2,833,5939,6772,4.3
North Dakota,Slope County,29.4,7.25,82.06,21.3,1102,10788,11890,2.3
North Dakota,Stutsman County,29.8,7.25,79.42,24.4,1231,15269,16500,4.1
North Dakota,Towner County,29.1,7.25,79.52,21.3,574,5182,5756,2.7
North Dakota,Traill County,35.3,7.25,80.54,19.4,9722,100133,109855,3.7
North Dakota,Walsh County,33.2,7.25,79.16,24.6,916,9787,10703,5.1
North Dakota,Ward County,29.7,7.25,79.62,23.2,4759,52972,57731,3.5
Texas,Ward County,30,7.25,79.62,23.2,4759,52972,57731,3.5
North Dakota,Williams County,30.4,7.25,78.66,30.1,391,4076,4467,2.2
Ohio,Williams County,30,7.85,78.66,30.1,391,4076,4467,2.2
Ohio,Ashland County,30.7,7.85,78.72,24.2,896,7431,8327,11.9
Wisconsin,Ashland County,30.5,7.25,78.72,24.2,896,7431,8327,11.9
Ohio,Ashtabula County,30,7.85,76.75,30.2,2046,16535,18581,12.9
Ohio,Athens County,33.1,7.85,76.77,23.1,2289,18603,20892,10.6
Ohio,Auglaize County,32.7,7.85,79.01,23.6,17635,149890,167525,10.0
Ohio,Belmont County,31.1,7.85,77.1,28.3,6015,63609,69624,11.3
Ohio,Clermont County,26.6,7.85,77.85,24.8,955,9186,10141,10.4
Ohio,Columbiana County,32,7.85,77.78,28.6,711,13725,14436,12.6
Ohio,Coshocton County,31.6,7.85,77.53,29.0,685,6299,6984,12.7
Ohio,Cuyahoga County,27.2,7.85,77.71,23.4,1174,18390,19564,8.5
Ohio,Darke County,35.1,7.85,78.82,25.2,5486,41107,46593,11.2
Ohio,Defiance County,28.3,7.85,78.67,24.5,1715,19062,20777,12.2
Ohio,Gallia County,31.3,7.85,75.72,28.2,1498,17890,19388,11.8
Ohio,Geauga County,27.5,7.85,81.3,21.2,1002,12030,13032,6.9
Ohio,Guernsey County,31.3,7.85,76.72,28.9,1623,16682,18305,12.7
Ohio,Highland County,32.9,7.85,76.16,31.5,3645,20378,24023,17.3
Virginia,Highland County,28,7.25,76.16,31.5,3645,20378,24023,17.3
Ohio,Hocking County,31.8,7.85,76.77,27.1,9490,46976,56466,11.7
Ohio,Licking County,30.4,7.85,77.9,24.9,3572,23227,26799,9.6
Ohio,Lorain County,31.4,7.85,78.41,23.8,5251,28920,34171,9.1
Ohio,Mahoning County,29.8,7.85,77.15,27.3,16173,73564,89737,11.7
Ohio,Medina County,28.6,7.85,80.13,20.9,800,6010,6810,7.4
Texas,Medina County,28.2,7.25,80.13,20.9,800,6010,6810,7.4
Ohio,Meigs County,33.2,7.85,75.97,29.7,4078,16886,20964,14.6
Tennessee,Meigs County,32.7,7.25,75.97,29.7,4078,16886,20964,14.6
Ohio,Morrow County,30.9,7.85,78.17,27.4,97048,246701,343749,11.4
Oregon,Morrow County,25.8,8.95,78.17,27.4,97048,246701,343749,11.4
Ohio,Muskingum County,29.5,7.85,77.11,27.0,471572,1037375,1508947,12.6
Ohio,Pickaway County,33,7.85,77.3,27.0,786,6529,7315,10.6
Ohio,Portage County,29.6,7.85,78.74,26.8,462,2119,2581,10.3
Wisconsin,Portage County,28.8,7.25,78.74,26.8,462,2119,2581,10.3
Ohio,Preble County,32.4,7.85,77.53,28.6,2088,14750,16838,11.0
Ohio,Ross County,34.4,7.85,75.83,29.4,14266,46560,60826,11.9
Ohio,Sandusky County,33.9,7.85,77.91,25.9,3108,13464,16572,10.8
Ohio,Scioto County,35.5,7.85,74.95,30.1,15324,49246,64570,13.3
Ohio,Trumbull County,32.5,7.85,77.59,30.9,2301,5508,7809,13.2
Ohio,Tuscarawas County,32.1,7.85,78.73,26.7,1159,2640,3799,11.2
Ohio,Van Wert County,32.5,7.85,78.96,24.6,1300,8785,10085,12.1
Ohio,Vinton County,30.3,7.85,75.52,30.6,2003,9678,11681,13.5
Ohio,Wood County,29.6,7.85,79.34,19.6,1375,11916,13291,9.9
Texas,Wood County,29,7.25,79.34,19.6,1375,11916,13291,9.9
West Virginia,Wood County,31.7,7.25,79.34,19.6,1375,11916,13291,9.9
Wisconsin,Wood County,27.5,7.25,79.34,19.6,1375,11916,13291,9.9
Ohio,Wyandot County,29.4,7.85,78.62,26.2,704,4912,5616,11.1
Oklahoma,Alfalfa County,32.8,7.25,78.13,24.8,3001,23202,26203,4.9
Oklahoma,Atoka County,34.7,7.25,76.15,28.0,914,8393,9307,10.0
Oklahoma,Beaver County,31.4,7.25,78.58,21.9,61538,153470,215008,4.0
Pennsylvania,Beaver County,30.1,7.25,78.58,21.9,61538,153470,215008,4.0
Utah,Beaver County,28.3,7.25,78.58,21.9,61538,153470,215008,4.0
Oklahoma,Beckham County,36.5,7.25,74.15,28.5,1896,8539,10435,5.8
Oklahoma,Caddo County,35.2,7.25,73.63,31.6,2234,12350,14584,6.9
Oklahoma,Canadian County,31.1,7.25,78.08,24.0,3142,13579,16721,5.2
Oklahoma,Cimarron County,31.3,7.25,76.99,22.4,326,1286,1612,3.5
Oklahoma,Coal County,33.2,7.25,74.19,29.5,1987,9964,11951,9.1
Oklahoma,Cotton County,34,7.25,75.49,28.6,482,2311,2793,6.7
Oklahoma,Craig County,35.8,7.25,74.89,29.2,444,2346,2790,6.7
Virginia,Craig County,30,7.25,74.89,29.2,444,2346,2790,6.7
Oklahoma,Creek County,36.1,7.25,75.12,30.7,137,1580,1717,8.6
Oklahoma,Dewey County,29.2,7.25,74.4,23.8,6088,25013,31101,5.2
South Dakota,Dewey County,42.3,7.25,74.4,23.8,6088,25013,31101,5.2
Oklahoma,Garvin County,32.2,7.25,73.71,27.7,20319,70802,91121,7.5
Oklahoma,Greer County,32.1,7.25,76.0,28.3,67,480,547,7.7
Oklahoma,Harmon County,34,7.25,75.44,24.4,3237,21605,24842,5.9
Oklahoma,Hughes County,33.8,7.25,73.91,31.7,2430,24486,26916,10.9
South Dakota,Hughes County,30.8,7.25,73.91,31.7,2430,24486,26916,10.9
Oklahoma,Kay County,35.6,7.25,75.72,28.5,1741,6917,8658,9.2
Oklahoma,Kingfisher County,31.6,7.25,77.3,23.6,2508,16263,18771,5.1
Oklahoma,Latimer County,36.8,7.25,75.72,29.3,1388,10116,11504,10.0
Oklahoma,Le Flore County,33.2,7.25,74.36,30.7,206,3477,3683,9.4
Oklahoma,Love County,30.8,7.25,75.89,25.6,930,6536,7466,5.7
Oklahoma,McClain County,32.4,7.25,76.38,24.4,528,4937,5465,5.6
Oklahoma,McCurtain County,35.7,7.25,73.29,29.0,512,5214,5726,11.4
Oklahoma,Major County,32,7.25,77.91,23.6,3532,18539,22071,5.0
Oklahoma,Mayes County,36,7.25,75.67,30.6,7448,31806,39254,8.8
Oklahoma,Muskogee County,31.9,7.25,74.16,31.0,661,3489,4150,8.2
Oklahoma,Nowata County,33,7.25,76.3,30.6,3379,17855,21234,9.3
Oklahoma,Okfuskee County,35.1,7.25,73.55,32.6,47253,189722,236975,9.8
Oklahoma,Oklahoma County,30,7.25,75.85,25.5,2504,10142,12646,6.1
Oklahoma,Okmulgee County,32.3,7.25,74.53,30.2,2183,8560,10743,9.8
Oklahoma,Payne County,30.9,7.25,78.39,22.8,1252,8411,9663,5.7
Oklahoma,Pittsburg County,34.1,7.25,74.89,29.7,5614,49543,55157,8.2
Oklahoma,Pushmataha County,31.4,7.25,74.06,30.9,24915,67209,92124,9.8
Oklahoma,Roger Mills County,32.3,7.25,77.23,23.8,9963,49679,59642,4.6
Oklahoma,Rogers County,31.1,7.25,77.8,24.2,3714,21061,24775,6.9
Oklahoma,Sequoyah County,38.1,7.25,74.53,32.0,546,2182,2728,9.6
Oklahoma,Tillman County,33.6,7.25,75.28,27.4,5024,27196,32220,6.2
Oklahoma,Tulsa County,30.2,7.25,76.66,26.2,12665,62086,74751,7.0
Oklahoma,Wagoner County,31.5,7.25,77.79,27.0,282602,718159,1000761,6.8
Oklahoma,Washita County,32.7,7.25,76.72,26.0,0,0,0,6.1
Oklahoma,Woods County,32.4,7.25,77.27,22.8,916,2590,3506,4.2
Oklahoma,Woodward County,34.7,7.25,76.54,26.6,488,1249,1737,6.9
Oregon,Clackamas County,26.1,8.95,80.2,17.7,2345,5435,7780,10.1
Oregon,Clatsop County,26,8.95,78.22,24.6,1167,2736,3903,10.0
Oregon,Crook County,26.6,8.95,78.98,24.6,1662,3839,5501,15.9
Wyoming,Crook County,24,5.15,78.98,24.6,1662,3839,5501,15.9
Oregon,Deschutes County,21.2,8.95,80.31,18.2,203,410,613,13.8
Oregon,Gilliam County,27.2,8.95,80.19,23.5,1369,2761,4130,9.0
Oregon,Harney County,28.6,8.95,78.14,25.3,390,1002,1392,14.2
Oregon,Hood River County,22.1,8.95,80.22,18.7,1416,3822,5238,8.3
Oregon,Josephine County,25.5,8.95,77.46,26.5,581,1804,2385,14.0
Oregon,Klamath County,27.2,8.95,77.16,24.8,494,1215,1709,12.9
Oregon,Malheur County,28.3,8.95,78.37,25.3,182,356,538,9.7
Oregon,Multnomah County,22.3,8.95,78.67,19.6,2863,7975,10838,9.6
Oregon,Tillamook County,27.5,8.95,78.88,23.6,602,1855,2457,10.5
Oregon,Umatilla County,33.8,8.95,78.19,24.6,1242,3756,4998,10.3
Oregon,Wallowa County,25.4,8.95,80.31,23.2,532,1927,2459,12.9
Oregon,Wasco County,32.9,8.95,77.89,22.9,272,869,1141,9.6
Oregon,Yamhill County,29.4,8.95,79.77,19.3,1661,3369,5030,10.4
Pennsylvania,Allegheny County,27.3,7.25,78.41,23.5,1383,3496,4879,7.6
Pennsylvania,Armstrong County,30.9,7.25,78.33,26.1,215,722,937,9.1
Texas,Armstrong County,26.9,7.25,78.33,26.1,215,722,937,9.1
Pennsylvania,Bedford County,33.3,7.25,79.28,24.1,50438,55360,105798,10.1
Tennessee,Bedford County,36,7.25,79.28,24.1,50438,55360,105798,10.1
Virginia,Bedford County,25.8,7.25,79.28,24.1,50438,55360,105798,10.1
Pennsylvania,Berks County,27.7,7.25,79.4,22.7,50311,62223,112534,8.7
Pennsylvania,Blair County,33.4,7.25,77.74,24.7,28175,2746,30921,8.0
Pennsylvania,Bucks County,25.7,7.25,80.02,20.2,996,3044,4040,7.6
Pennsylvania,Cambria County,36.2,7.25,78.05,24.4,570,2131,2701,9.4
Pennsylvania,Cameron County,29.1,7.25,78.88,27.5,2902,6652,9554,12.6
Texas,Cameron County,27,7.25,78.88,27.5,2902,6652,9554,12.6
Pennsylvania,Centre County,25.2,7.25,81.25,16.0,893,2590,3483,5.9
Pennsylvania,Chester County,22.2,7.25,80.91,16.2,460,1218,1678,6.2
South Carolina,Chester County,33.5,7.25,80.91,16.2,460,1218,1678,6.2
Tennessee,Chester County,35.9,7.25,80.91,16.2,460,1218,1678,6.2
Pennsylvania,Clarion County,31.7,7.25,78.19,23.6,2360,6494,8854,10.2
Pennsylvania,Clearfield County,29.2,7.25,78.28,26.0,90,262,352,10.4
Pennsylvania,Dauphin County,32.1,7.25,78.44,21.6,159,495,654,8.0
Pennsylvania,Forest County,32.5,7.25,76.14,30.6,327,6597,6924,11.3
Wisconsin,Forest County,30,7.25,76.14,30.6,327,6597,6924,11.3
Pennsylvania,Huntingdon County,29.4,7.25,79.13,23.9,1147,3267,4414,10.7
Pennsylvania,Indiana County,29.7,7.25,78.93,21.3,535,1550,2085,8.7
Pennsylvania,Juniata County,30.8,7.25,79.36,23.1,803,2648,3451,8.0
Pennsylvania,Lackawanna County,24.9,7.25,77.82,25.6,744,2273,3017,9.0
Pennsylvania,Lebanon County,32,7.25,79.6,22.7,1164,3483,4647,7.5
Pennsylvania,Lehigh County,27.9,7.25,79.56,22.8,2297,5154,7451,9.2
Pennsylvania,Luzerne County,29.8,7.25,77.54,27.8,1147,2462,3609,10.0
Pennsylvania,Lycoming County,31.3,7.25,78.75,23.3,194,715,909,8.9
Pennsylvania,McKean County,31.9,7.25,77.56,27.9,1451,2849,4300,10.1
Pennsylvania,Mifflin County,30.2,7.25,78.81,25.6,1302,2280,3582,10.2
Pennsylvania,Montour County,30.2,7.25,78.6,24.7,3475,6902,10377,6.7
Pennsylvania,Northumberland County,34.3,7.25,78.07,26.0,1075,2810,3885,9.9
Virginia,Northumberland County,29.6,7.25,78.07,26.0,1075,2810,3885,9.9
Pennsylvania,Potter County,31.5,7.25,78.73,25.4,487,1021,1508,10.4
South Dakota,Potter County,28.4,7.25,78.73,25.4,487,1021,1508,10.4
Texas,Potter County,34.2,7.25,78.73,25.4,487,1021,1508,10.4
Pennsylvania,Schuylkill County,33,7.25,77.24,27.5,2040,4376,6416,10.6
Pennsylvania,Snyder County,33.5,7.25,79.99,22.3,289,1091,1380,8.4
Pennsylvania,Susquehanna County,32.5,7.25,78.26,26.1,168,670,838,8.7
Pennsylvania,Venango County,32,7.25,77.77,28.9,609,2077,2686,8.5
