State,County,Obesity,Min Wage,Life expectancy 2010,Percent Smokers,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,Unemployment_rate_2010
Pennsylvania,Westmoreland County,28.3,7.25,79.07,21.9,326,747,1073,8.2
Virginia,Westmoreland County,29,7.25,79.07,21.9,326,747,1073,8.2
Rhode Island,Newport County,22,7.75,80.91,17.3,1404,3214,4618,10.0
Rhode Island,Providence County,27.3,7.75,79.13,20.8,1861,6360,8221,11.8
South Carolina,Abbeville County,34.8,7.25,76.9,25.5,404,1347,1751,13.6
South Carolina,Aiken County,31.9,7.25,77.05,23.4,203,640,843,9.3
South Carolina,Allendale County,36.7,7.25,72.9,25.5,6698,14791,21489,19.1
South Carolina,Bamberg County,42.2,7.25,74.57,23.7,1549,4660,6209,16.1
South Carolina,Barnwell County,36.9,7.25,74.05,26.3,739,2214,2953,16.6
South Carolina,Berkeley County,38.8,7.25,77.33,23.6,382,1031,1413,10.0
West Virginia,Berkeley County,33.3,7.25,77.33,23.6,382,1031,1413,10.0
South Carolina,Charleston County,27.7,7.25,77.76,21.4,544,1540,2084,8.8
South Carolina,Chesterfield County,36,7.25,74.31,26.3,222,775,997,14.4
Virginia,Chesterfield County,28.4,7.25,74.31,26.3,222,775,997,14.4
South Carolina,Clarendon County,37.5,7.25,75.11,24.4,1082,2346,3428,14.0
South Carolina,Colleton County,36.7,7.25,73.58,26.1,553,1130,1683,13.8
South Carolina,Darlington County,35.7,7.25,73.62,24.9,613,2539,3152,13.2
South Carolina,Dillon County,39.8,7.25,73.0,27.6,289,1234,1523,15.9
South Carolina,Edgefield County,35.7,7.25,77.57,25.0,275,829,1104,9.9
South Carolina,Florence County,36.1,7.25,74.25,23.6,2143,8386,10529,11.3
Wisconsin,Florence County,30.4,7.25,74.25,23.6,2143,8386,10529,11.3
South Carolina,Georgetown County,35.1,7.25,76.85,22.7,1053,4008,5061,14.5
South Carolina,Greenville County,29.8,7.25,77.77,21.6,336,754,1090,9.6
South Carolina,Hampton County,42.4,7.25,74.39,24.6,394,2,396,12.8
South Carolina,Horry County,27.8,7.25,76.97,28.5,428,13434,13862,12.3
South Carolina,Kershaw County,31.1,7.25,76.29,24.2,179,4813,4992,11.5
South Carolina,Lexington County,30.7,7.25,77.52,23.0,266,5466,5732,8.2
South Carolina,McCormick County,34.5,7.25,76.91,24.4,698,7318,8016,14.0
South Carolina,Marlboro County,40.8,7.25,72.22,28.3,260,6750,7010,21.2
South Carolina,Newberry County,35.1,7.25,76.09,26.2,148,6924,7072,10.8
South Carolina,Orangeburg County,40.3,7.25,73.91,24.5,535,13637,14172,15.9
South Carolina,Saluda County,32,7.25,76.89,24.6,985,26635,27620,10.0
South Carolina,Spartanburg County,28.5,7.25,75.68,25.6,145,8094,8239,11.8
South Carolina,Williamsburg County,42.6,7.25,73.26,23.4,1679,14012,15691,17.2
South Dakota,Aurora County,31.6,7.25,79.96,22.4,75,661,736,3.5
South Dakota,Beadle County,30.2,7.25,79.42,22.2,223,6608,6831,4.2
South Dakota,Bennett County,37.7,7.25,74.32,30.7,243,5934,6177,7.2
South Dakota,Bon Homme County,32.1,7.25,81.06,23.6,1354,21823,23177,4.2
South Dakota,Brookings County,27.8,7.25,81.28,16.5,128,3987,4115,4.7
South Dakota,Brule County,36.1,7.25,80.0,22.6,244,13361,13605,3.7
South Dakota,Charles Mix County,33.1,7.25,78.23,28.0,872,21291,22163,4.9
South Dakota,Codington County,29.7,7.25,80.05,23.8,153,4083,4236,5.2
South Dakota,Corson County,41.5,7.25,71.89,32.1,391,12546,12937,6.9
South Dakota,Davison County,32.6,7.25,80.0,19.7,742,13342,14084,4.4
South Dakota,Day County,33.4,7.25,78.92,25.0,867,15572,16439,6.7
South Dakota,Edmunds County,35.6,7.25,80.5,20.2,288,8462,8750,3.1
South Dakota,Fall River County,32.6,7.25,76.26,24.7,363,6013,6376,6.2
South Dakota,Faulk County,29.5,7.25,80.9,23.5,1048,25153,26201,3.9
South Dakota,Gregory County,29.2,7.25,79.02,23.2,577,10202,10779,4.4
South Dakota,Haakon County,30.1,7.25,79.6,20.4,119,5048,5167,3.4
South Dakota,Hamlin County,30.5,7.25,79.28,21.5,171,5674,5845,5.0
South Dakota,Hand County,30.6,7.25,81.32,21.4,2243,18736,20979,3.3
South Dakota,Hanson County,29.6,7.25,81.32,21.1,415,7313,7728,5.3
South Dakota,Hutchinson County,29.4,7.25,80.66,19.5,183,5106,5289,4.0
Texas,Hutchinson County,32.7,7.25,80.66,19.5,183,5106,5289,4.0
South Dakota,Jerauld County,30.2,7.25,81.09,23.2,161,4091,4252,3.7
South Dakota,Kingsbury County,29.9,7.25,79.23,19.6,506,8799,9305,5.4
South Dakota,Lyman County,35.5,7.25,77.37,26.0,118151,110834,228985,6.5
South Dakota,McCook County,29,7.25,79.21,20.6,69001,259568,328569,4.9
South Dakota,Mellette County,37.6,7.25,73.77,30.2,8,40,48,6.3
South Dakota,Miner County,31.3,7.25,80.16,21.0,0,87,87,5.0
South Dakota,Minnehaha County,29.1,7.25,79.35,21.6,410,2134,2544,5.0
South Dakota,Moody County,34.7,7.25,80.27,21.6,124,637,761,7.0
South Dakota,Roberts County,36.7,7.25,77.42,27.5,14,120,134,5.8
Texas,Roberts County,28.6,7.25,77.42,27.5,14,120,134,5.8
South Dakota,Sanborn County,34.5,7.25,80.23,21.7,8676,68618,77294,4.2
South Dakota,Spink County,34.4,7.25,79.6,21.3,183,1396,1579,3.8
South Dakota,Stanley County,32.3,7.25,79.39,22.8,1422,11703,13125,3.8
South Dakota,Sully County,34.2,7.25,81.43,18.9,606,5819,6425,3.6
South Dakota,Tripp County,34.3,7.25,78.92,24.9,23,542,565,3.6
South Dakota,Walworth County,32.6,7.25,78.07,24.3,24179,33409,57588,6.9
Wisconsin,Walworth County,26,7.25,78.07,24.3,24179,33409,57588,6.9
South Dakota,Yankton County,29.2,7.25,80.35,21.8,17048,23018,40066,4.9
South Dakota,Ziebach County,44.7,7.25,75.96,33.2,7099,8900,15999,5.8
Tennessee,Bledsoe County,31.8,7.25,76.68,30.1,2123,2350,4473,13.2
Tennessee,Cannon County,32.3,7.25,75.75,27.7,53650,91738,145388,11.1
Tennessee,Cheatham County,29.7,7.25,75.58,25.4,3344,4879,8223,9.0
Tennessee,Cocke County,33.4,7.25,73.73,31.3,746,11608,12354,13.6
Tennessee,Crockett County,34.6,7.25,75.46,27.2,1740,15433,17173,11.6
Texas,Crockett County,30.5,7.25,75.46,27.2,1740,15433,17173,11.6
Tennessee,Dickson County,32,7.25,75.93,28.4,200,15836,16036,10.2
Tennessee,Dyer County,33.6,7.25,74.79,27.7,256,15308,15564,12.1
Tennessee,Fentress County,34.9,7.25,73.52,28.7,15,39,54,12.4
Tennessee,Giles County,36.1,7.25,75.81,27.3,3957,242528,246485,12.1
Virginia,Giles County,32.5,7.25,75.81,27.3,3957,242528,246485,12.1
Tennessee,Grainger County,30,7.25,74.79,28.6,7748,489854,497602,12.7
Tennessee,Hamblen County,31.2,7.25,75.27,27.2,1144,13063,14207,11.6
Tennessee,Hardeman County,36.9,7.25,74.7,26.8,1069,15375,16444,13.2
Texas,Hardeman County,30.3,7.25,74.7,26.8,1069,15375,16444,13.2
Tennessee,Hawkins County,34.5,7.25,75.79,27.8,1460,17389,18849,10.9
Tennessee,Loudon County,29.5,7.25,77.97,24.1,1299,6313,7612,9.3
Tennessee,McMinn County,33.5,7.25,75.62,27.4,595,3850,4445,12.5
Tennessee,McNairy County,35.4,7.25,73.87,26.8,3070,13271,16341,12.8
Tennessee,Maury County,35.3,7.25,76.54,26.6,5105,38330,43435,12.3
Tennessee,Obion County,32.1,7.25,75.52,27.5,6746,35846,42592,9.6
Tennessee,Overton County,31.4,7.25,74.46,26.1,5358,19760,25118,10.7
Tennessee,Pickett County,31.3,7.25,76.39,26.4,19902,92994,112896,11.1
Tennessee,Rhea County,37.2,7.25,75.45,27.8,6176,45854,52030,12.3
Tennessee,Roane County,32.6,7.25,76.16,25.7,1121,8266,9387,9.2
West Virginia,Roane County,36.4,7.25,76.16,25.7,1121,8266,9387,9.2
Tennessee,Sequatchie County,34.8,7.25,76.04,28.4,9997,66694,76691,12.1
Tennessee,Trousdale County,32.5,7.25,74.09,28.0,2120,12720,14840,10.8
Tennessee,Unicoi County,31.4,7.25,75.31,30.1,3004,11933,14937,11.9
Tennessee,Weakley County,29.5,7.25,76.8,25.3,7054,39242,46296,11.0
Texas,Andrews County,30.3,7.25,76.51,23.1,1268,9341,10609,6.2
Texas,Angelina County,31.8,7.25,76.06,25.5,1088,6083,7171,8.5
Texas,Aransas County,27.8,7.25,76.22,23.2,53940,200179,254119,9.2
Texas,Archer County,29.5,7.25,79.23,22.4,1689,8167,9856,6.7
Texas,Atascosa County,30.8,7.25,77.69,20.8,827,9092,9919,8.2
Texas,Austin County,30.8,7.25,78.21,20.0,1852,8347,10199,8.0
Texas,Bailey County,28.9,7.25,78.23,22.2,222,1565,1787,7.9
Texas,Bandera County,29,7.25,79.8,21.5,5448,25095,30543,7.8
Texas,Bastrop County,31.2,7.25,77.67,20.6,8617,35295,43912,8.2
Texas,Baylor County,27.3,7.25,76.36,22.3,2529,8618,11147,7.0
Texas,Bee County,30,7.25,77.76,23.6,5227,24985,30212,8.9
Texas,Bexar County,29.3,7.25,78.53,19.7,607,3096,3703,7.3
Texas,Blanco County,29.4,7.25,79.25,20.0,2229,10865,13094,6.0
Texas,Borden County,28.2,7.25,79.68,17.3,2186,12640,14826,6.4
Texas,Bosque County,28.3,7.25,76.85,23.7,695,4061,4756,8.8
Texas,Bowie County,31.5,7.25,75.56,25.3,2308,10863,13171,8.4
Texas,Brazoria County,29,7.25,78.18,20.4,8576,44228,52804,8.5
Texas,Brazos County,28.3,7.25,79.8,17.3,542,4211,4753,6.3
Texas,Brewster County,27,7.25,79.86,15.7,506,5785,6291,5.5
Texas,Briscoe County,28.8,7.25,77.55,21.8,744,5445,6189,6.1
Texas,Burleson County,31.9,7.25,77.88,24.3,1698,10680,12378,7.9
Texas,Burnet County,27.7,7.25,78.89,22.9,2739,10040,12779,6.8
Texas,Callahan County,29.6,7.25,76.88,24.5,5590,23786,29376,7.3
Texas,Camp County,31.7,7.25,74.66,25.0,4188,45283,49471,9.1
Texas,Carson County,30,7.25,78.03,21.1,5570,42489,48059,5.4
Texas,Castro County,29.6,7.25,78.5,21.1,4921,19401,24322,5.4
Texas,Childress County,29.2,7.25,76.62,23.3,1809,8904,10713,5.6
Texas,Cochran County,30.3,7.25,76.22,21.0,705,4968,5673,8.1
Texas,Coke County,30.2,7.25,76.87,22.9,1231,7838,9069,6.1
Texas,Coleman County,27.3,7.25,75.95,25.3,227,1533,1760,9.1
Texas,Collin County,24.5,7.25,81.52,14.2,4857,21324,26181,7.2
Texas,Collingsworth County,30.1,7.25,75.91,20.2,22766,112212,134978,5.6
Texas,Colorado County,28.8,7.25,77.11,21.4,1626,7448,9074,8.1
Texas,Comal County,29.1,7.25,79.42,19.5,867,5609,6476,7.0
Texas,Concho County,31.4,7.25,78.22,23.7,913,5913,6826,5.7
Texas,Cooke County,31.6,7.25,77.27,23.8,190,15,205,7.3
Texas,Coryell County,29.5,7.25,78.04,23.5,1657,187,1844,7.5
Texas,Cottle County,29,7.25,77.56,19.2,3737,371,4108,7.0
Texas,Crane County,29.6,7.25,75.94,21.7,905,128,1033,7.6
Texas,Crosby County,28,7.25,77.07,20.8,164,21,185,8.0
Texas,Culberson County,29,7.25,78.59,18.4,9726,1742,11468,7.1
Texas,Dallam County,28.4,7.25,75.61,25.5,19788,3136,22924,5.3
Texas,Deaf Smith County,31.7,7.25,77.64,21.3,217,28,245,5.8
Texas,Denton County,29.5,7.25,80.39,15.8,323,59,382,7.1
Texas,DeWitt County,28.1,7.25,77.32,23.9,297,65,362,7.8
Texas,Dickens County,29.4,7.25,77.47,23.7,314,26,340,11.3
Texas,Dimmit County,30.6,7.25,77.95,19.3,286,10,296,10.5
Texas,Donley County,31.3,7.25,76.63,22.3,10438,1269,11707,6.9
Texas,Eastland County,32.4,7.25,75.59,25.3,292,51,343,8.6
Texas,Ector County,32,7.25,75.24,25.4,237,31,268,8.3
Texas,Erath County,28.1,7.25,78.42,21.7,727,90,817,6.4
Texas,Falls County,31,7.25,76.15,25.8,266,47,313,8.5
Texas,Fisher County,30.7,7.25,77.81,21.4,784,116,900,7.0
Texas,Foard County,28.4,7.25,77.83,22.5,1223,128,1351,6.6
Texas,Fort Bend County,25.2,7.25,81.2,14.8,371,46,417,7.6
Texas,Freestone County,31.5,7.25,76.39,27.1,814,120,934,8.2
Texas,Frio County,29.7,7.25,77.73,21.4,605,137,742,7.3
Texas,Gaines County,31.8,7.25,77.93,23.6,2431,378,2809,5.9
Texas,Galveston County,29.3,7.25,77.05,21.2,709,96,805,9.1
Texas,Garza County,32.9,7.25,76.17,25.2,237,29,266,5.9
Texas,Gillespie County,29.5,7.25,80.67,19.9,2590,267,2857,5.5
Texas,Glasscock County,29.8,7.25,79.85,18.4,10013,1675,11688,4.8
Texas,Goliad County,30.4,7.25,79.29,20.5,308,31,339,7.4
Texas,Gonzales County,32.2,7.25,76.92,20.9,316,48,364,6.8
Texas,Gregg County,32.4,7.25,75.45,24.4,199,8,207,7.9
Texas,Grimes County,34.6,7.25,76.23,26.2,3311,677,3988,8.9
Texas,Hansford County,28.4,7.25,77.08,20.4,522,122,644,4.3
Texas,Hartley County,31.5,7.25,80.48,22.0,4985,14602,19587,4.2
Texas,Hays County,30.3,7.25,80.1,16.8,4391,14800,19191,7.0
Texas,Hemphill County,30.3,7.25,77.6,23.2,1828,11568,13396,3.9
Texas,Hockley County,29.1,7.25,76.83,20.9,2041,10679,12720,7.1
Texas,Hood County,28.6,7.25,78.32,24.1,69295,361041,430336,8.5
Texas,Hudspeth County,28.7,7.25,80.77,20.3,1256,7825,9081,7.9
Texas,Hunt County,32.4,7.25,75.99,25.1,1274,8817,10091,8.9
Texas,Irion County,29.1,7.25,79.6,24.0,3359,17074,20433,5.3
Texas,Jack County,28.5,7.25,76.77,27.3,4976,28949,33925,7.8
Texas,Jim Hogg County,29.5,7.25,77.42,18.4,45228,190031,235259,10.3
Texas,Jim Wells County,30.2,7.25,76.51,19.7,2797,14085,16882,10.0
Texas,Karnes County,28.5,7.25,76.87,22.9,2162,14139,16301,9.1
Texas,Kaufman County,37.2,7.25,76.0,23.8,2741,11908,14649,8.5
Texas,Kenedy County,29.5,7.25,77.02,14.0,7295,19227,26522,6.8
Texas,Kerr County,27.8,7.25,78.78,20.5,1800,11788,13588,6.7
Texas,Kimble County,27.7,7.25,77.89,22.7,16240,61288,77528,6.0
Texas,King County,28.3,7.25,78.33,19.2,21658,64411,86069,4.3
Washington,King County,22.5,9.19,78.33,19.2,21658,64411,86069,4.3
Texas,Kinney County,29.4,7.25,79.57,21.1,3551,18770,22321,11.2
Texas,Kleberg County,30.1,7.25,77.58,17.4,3110,15841,18951,8.4
Texas,Lamb County,29.8,7.25,76.73,21.6,2775,14225,17000,7.6
Texas,Lampasas County,29,7.25,77.29,22.2,1052,3879,4931,7.1
Texas,La Salle County,28.9,7.25,77.43,23.1,1585,8056,9641,8.9
Texas,Lavaca County,29.2,7.25,79.0,22.2,6717,30359,37076,6.9
Texas,Lipscomb County,29.6,7.25,77.9,19.7,3147,12470,15617,5.9
Texas,Live Oak County,29.5,7.25,79.41,22.0,2847,11534,14381,7.3
Texas,Llano County,25.2,7.25,79.17,25.1,5014,25922,30936,8.1
Texas,Loving County,29.9,7.25,74.1,27.2,1613,7640,9253,5.6
Texas,Lubbock County,28.2,7.25,76.85,22.8,598,4213,4811,6.3
Texas,Lynn County,30.3,7.25,77.13,21.3,6734,31083,37817,6.6
Texas,McCulloch County,29.4,7.25,76.53,23.1,5737,24533,30270,7.0
Texas,McLennan County,30.4,7.25,77.18,22.7,1936,11424,13360,7.4
Texas,McMullen County,29.6,7.25,78.58,25.8,9520,28174,37694,4.3
Texas,Matagorda County,30.2,7.25,76.51,23.3,4365,20990,25355,11.5
Texas,Maverick County,30.3,7.25,79.41,17.8,812,5196,6008,15.2
Texas,Milam County,31.2,7.25,76.96,23.6,2618,13017,15635,11.2
Texas,Montague County,28.3,7.25,75.15,24.7,2,1040,1042,8.0
Texas,Motley County,27.5,7.25,77.89,20.7,117,3978,4095,6.3
Texas,Nacogdoches County,29.8,7.25,76.08,22.5,194,12590,12784,7.1
Texas,Navarro County,33.7,7.25,76.15,24.8,336,11280,11616,8.3
Texas,Nolan County,29.2,7.25,75.65,23.7,242,16720,16962,7.5
Texas,Nueces County,29.4,7.25,78.08,21.2,263,15035,15298,8.1
Texas,Ochiltree County,29.6,7.25,76.62,22.4,289,16617,16906,5.9
Texas,Palo Pinto County,28.1,7.25,75.6,26.4,257,8155,8412,8.6
Texas,Parker County,31.2,7.25,77.56,22.9,21,2046,2067,7.6
Texas,Parmer County,31.8,7.25,78.73,20.6,459,35241,35700,4.4
Texas,Pecos County,29.5,7.25,78.25,21.3,274,19270,19544,7.3
Texas,Presidio County,25.2,7.25,83.4,15.2,26,1689,1715,18.5
Texas,Rains County,29.3,7.25,76.89,27.4,85,5790,5875,8.8
Texas,Randall County,25.9,7.25,79.04,20.2,190,23332,23522,5.2
Texas,Reagan County,29.5,7.25,76.8,22.9,61,7435,7496,5.5
Texas,Real County,28.9,7.25,76.73,20.8,336,14973,15309,9.1
Texas,Red River County,31.5,7.25,74.75,27.4,0,667,667,11.5
Texas,Reeves County,30.9,7.25,77.23,22.2,3,789,792,8.9
Texas,Refugio County,29.9,7.25,76.7,21.6,228,17472,17700,8.7
Texas,Rockwall County,27.7,7.25,79.66,17.6,146,20495,20641,7.4
Texas,Runnels County,32.6,7.25,77.06,24.0,63,9106,9169,8.3
Texas,Rusk County,35.2,7.25,76.04,26.2,251,15795,16046,7.8
Wisconsin,Rusk County,30.1,7.25,76.04,26.2,251,15795,16046,7.8
Texas,Sabine County,32,7.25,75.31,26.8,44,2284,2328,16.3
Texas,San Augustine County,29.1,7.25,74.73,28.8,15,1247,1262,13.0
Texas,San Jacinto County,30.4,7.25,76.05,28.2,0,616,616,10.0
Texas,San Patricio County,29.2,7.25,76.62,21.9,242,5734,5976,10.5
Texas,San Saba County,29.9,7.25,78.24,24.2,161,3703,3864,6.2
Texas,Schleicher County,29.8,7.25,78.33,18.7,125,4115,4240,7.6
Texas,Scurry County,29.5,7.25,77.14,23.2,44,2084,2128,6.8
Texas,Shackelford County,31.4,7.25,77.22,21.1,54,4839,4893,5.6
Texas,Somervell County,28.4,7.25,77.59,18.3,103,3653,3756,8.0
Texas,Starr County,29.3,7.25,79.04,17.7,39,3955,3994,17.3
Texas,Sterling County,29.2,7.25,77.51,18.8,77,3290,3367,4.7
Texas,Stonewall County,28.7,7.25,77.45,17.9,60,7315,7375,5.8
Texas,Sutton County,29,7.25,77.54,20.1,333,18375,18708,9.6
Texas,Swisher County,28.2,7.25,77.9,21.7,113,8527,8640,6.6
Texas,Tarrant County,27.9,7.25,78.25,20.3,16,1170,1186,8.1
Texas,Terry County,31.9,7.25,76.98,24.7,38,3868,3906,7.4
Texas,Throckmorton County,29,7.25,77.88,22.6,593,30351,30944,6.0
Texas,Titus County,30.5,7.25,77.14,23.2,29,3009,3038,8.5
Texas,Tom Green County,28.3,7.25,77.54,23.2,42,3532,3574,6.6
Texas,Travis County,23.7,7.25,80.33,16.6,108,4454,4562,6.8
Texas,Tyler County,29.8,7.25,75.76,28.4,158,19408,19566,11.8
West Virginia,Tyler County,34,7.25,75.76,28.4,158,19408,19566,11.8
Texas,Upshur County,31,7.25,75.34,25.9,65,10699,10764,8.8
West Virginia,Upshur County,31.5,7.25,75.34,25.9,65,10699,10764,8.8
Texas,Upton County,29.8,7.25,76.45,20.0,51,13004,13055,6.1
Texas,Uvalde County,29.5,7.25,78.43,18.6,39,5472,5511,8.9
Texas,Val Verde County,27.7,7.25,79.22,19.3,189,16794,16983,9.3
Texas,Van Zandt County,32.5,7.25,76.01,27.9,172,12726,12898,8.4
Texas,Victoria County,29.8,7.25,78.0,22.2,219,13354,13573,7.7
Texas,Waller County,32.3,7.25,77.91,20.8,146,4459,4605,8.6
Texas,Webb County,30.7,7.25,79.5,17.0,255,13402,13657,8.2
Texas,Wharton County,29.2,7.25,77.42,23.0,249,20144,20393,8.7
Texas,Wilbarger County,29.2,7.25,75.82,25.1,103,8743,8846,7.9
Texas,Willacy County,28.5,7.25,79.55,17.6,48,4098,4146,14.5
Texas,Winkler County,31.8,7.25,74.85,25.6,3903,161491,165394,9.2
Texas,Wise County,29.4,7.25,77.01,23.2,251,13182,13433,8.7
Virginia,Wise County,33.6,7.25,77.01,23.2,251,13182,13433,8.7
Texas,Yoakum County,29.8,7.25,77.57,20.1,62,1633,1695,7.0
Texas,Young County,27.8,7.25,75.77,26.2,122,5242,5364,7.7
Texas,Zapata County,30.5,7.25,79.19,18.4,1273526,104616,1378142,10.4
Texas,Zavala County,29,7.25,77.92,18.2,646397,55410,701807,13.9
Utah,Box Elder County,28.3,7.25,79.46,13.2,671470,51934,723404,8.5
Utah,Cache County,23.5,7.25,81.9,9.6,44341,2728,47069,6.1
Utah,Daggett County,27,7.25,81.12,19.4,650426,50689,701115,7.3
Utah,Duchesne County,26.6,7.25,77.38,16.5,1060,205,1265,9.6
Utah,Emery County,27.6,7.25,77.97,19.6,79852,210884,290736,7.3
Utah,Juab County,29.7,7.25,77.84,16.9,17725,93050,110775,9.1
Utah,Millard County,29.7,7.25,79.17,19.5,2816,12828,15644,6.2
Utah,Piute County,24.2,7.25,78.38,20.6,5012,23600,28612,10.1
Utah,Rich County,28.4,7.25,80.89,16.6,8317,31334,39651,7.2
Utah,Salt Lake County,24.6,7.25,79.49,13.9,271,1586,1857,7.7
Utah,Sanpete County,25.3,7.25,79.02,15.2,1879,14143,16022,9.0
Utah,Tooele County,30.3,7.25,78.15,15.7,3932,23678,27610,8.3
Utah,Uintah County,29.8,7.25,77.81,21.7,1364,8907,10271,8.5
Utah,Utah County,23.5,7.25,80.8,7.1,2143,12217,14360,7.4
Utah,Wasatch County,23.2,7.25,80.31,9.6,5184,23454,28638,8.4
Utah,Weber County,27.3,7.25,78.93,15.6,21407,93814,115221,8.8
Vermont,Addison County,22.9,7.25,80.42,17.0,1236,5995,7231,5.8
Vermont,Bennington County,24.7,7.25,79.36,21.6,22358,80654,103012,6.9
Vermont,Caledonia County,28.2,7.25,79.68,20.0,14308,46552,60860,6.8
Vermont,Chittenden County,20.8,7.25,81.01,14.5,180,1097,1277,4.8
Vermont,Grand Isle County,27.7,7.25,79.68,17.0,3327,10382,13709,6.9
Vermont,Lamoille County,25.6,7.25,79.88,18.1,1339,9865,11204,7.6
Vermont,Rutland County,28.2,7.25,78.98,21.2,643,3801,4444,7.4
Vermont,Windsor County,24,7.25,80.14,18.3,6540,23358,29898,6.1
Virginia,Accomack County,35.5,7.25,75.83,23.7,3612,25301,28913,7.9
Virginia,Albemarle County,27,7.25,80.78,14.2,13789,68896,82685,6.0
Virginia,Amelia County,32.7,7.25,77.14,24.6,5052,24950,30002,8.5
Virginia,Amherst County,30.9,7.25,77.52,26.2,3351,10577,13928,8.1
Virginia,Appomattox County,30.4,7.25,77.39,25.2,8069,28921,36990,8.6
Virginia,Arlington County,19.3,7.25,82.32,11.0,2532,11987,14519,4.1
Virginia,Bland County,28.2,7.25,76.0,27.7,8934,46112,55046,8.6
Virginia,Botetourt County,27.2,7.25,79.47,22.3,2749,18518,21267,6.4
Virginia,Buckingham County,30.9,7.25,77.39,26.3,881,9473,10354,10.7
Virginia,Charles City County,35.6,7.25,77.15,26.5,2883,15156,18039,9.6
Virginia,Culpeper County,33,7.25,78.29,21.5,3254,14672,17926,7.2
Virginia,Dickenson County,28.8,7.25,74.07,30.3,7930,37195,45125,10.5
Virginia,Dinwiddie County,32.4,7.25,76.83,25.2,1363,10331,11694,8.8
Virginia,Fauquier County,27.9,7.25,79.05,19.3,12452,72069,84521,6.2
Virginia,Fluvanna County,30.1,7.25,80.48,21.2,930,7698,8628,6.3
Virginia,Goochland County,26,7.25,79.87,18.4,2338,31276,33614,7.2
Virginia,Greensville County,34,7.25,74.32,28.1,1892,26699,28591,9.6
Virginia,Hanover County,26.6,7.25,79.67,20.1,1984,22200,24184,6.6
Virginia,Henrico County,27.9,7.25,79.28,19.7,2700,17481,20181,7.3
Virginia,Isle of Wight County,31.7,7.25,77.79,20.7,1927,16785,18712,7.1
Virginia,James City County,26.5,7.25,81.49,17.0,3554,34305,37859,6.3
Virginia,King and Queen County,33.9,7.25,77.37,25.4,924,9110,10034,8.1
Virginia,King George County,28.9,7.25,78.48,18.4,1098,11364,12462,7.4
Virginia,King William County,32,7.25,77.47,24.4,6232,58149,64381,7.5
Virginia,Loudoun County,22.5,7.25,82.62,11.6,119,1086,1205,5.1
Virginia,Lunenburg County,33.8,7.25,76.83,29.4,7808,116083,123891,9.5
Virginia,Mathews County,27.4,7.25,79.01,21.9,858,10446,11304,6.3
Virginia,New Kent County,30,7.25,78.49,23.9,2317,25093,27410,7.2
Virginia,Nottoway County,36.1,7.25,75.56,29.5,2136,10052,12188,7.6
Virginia,Patrick County,29.2,7.25,77.07,28.6,435,3209,3644,12.7
Virginia,Pittsylvania County,30.9,7.25,75.97,25.4,2005,18171,20176,10.9
Virginia,Powhatan County,29.2,7.25,79.69,21.5,1604,12969,14573,7.1
Virginia,Prince Edward County,33.8,7.25,76.94,25.3,1438,13797,15235,9.7
Virginia,Prince George County,36,7.25,79.16,23.2,1265,20604,21869,8.1
Virginia,Rappahannock County,26.4,7.25,79.28,19.8,555,6595,7150,6.3
Virginia,Roanoke County,26.6,7.25,79.68,21.5,4796,45803,50599,6.3
Virginia,Rockbridge County,27.9,7.25,78.95,23.9,1043,10503,11546,7.5
Virginia,Shenandoah County,30,7.25,79.06,23.5,12,4174,4186,8.2
Virginia,Smyth County,31.4,7.25,75.25,27.3,87,2664,2751,12.1
Virginia,Spotsylvania County,29.8,7.25,78.82,19.4,59,3113,3172,7.0
Virginia,Wythe County,28.8,7.25,76.58,27.4,55,2851,2906,11.1
Washington,Asotin County,29.1,9.19,79.18,27.2,570,14606,15176,9.4
Washington,Chelan County,26.8,9.19,80.4,19.0,10,385,395,8.9
Washington,Clallam County,27.4,9.19,79.38,24.3,0,67,67,11.0
Washington,Cowlitz County,36.7,9.19,77.69,25.3,7,1343,1350,12.9
Washington,Ferry County,27.5,9.19,76.84,27.6,17,1376,1393,17.5
Washington,Grays Harbor County,32.7,9.19,76.72,28.2,766,6771,7537,13.9
Washington,Island County,26.2,9.19,81.64,18.0,634,6184,6818,9.3
Washington,Kitsap County,29.7,9.19,79.61,20.4,554,5768,6322,8.6
Washington,Kittitas County,27,9.19,80.59,17.4,961,11276,12237,9.8
Washington,Klickitat County,27.8,9.19,79.62,21.7,1042,6168,7210,12.2
Washington,Okanogan County,29.4,9.19,78.24,24.1,35150,196555,231705,10.7
Washington,Pacific County,35,9.19,77.36,26.0,1825,16854,18679,14.0
